,Run,Detector,Yield,Yield err,Fit Status,Ea
2604,run0381,det_h0-4,0.036990800000000004,0.00105975,0,4322.98024117075
2605,run0381,det_h0-5,0.037526800000000006,0.00105269,0,4322.98024117075
2606,run0381,det_h0-6,0.043152800000000005,0.00111843,0,4322.98024117075
2607,run0381,det_h0-7,0.0387124,0.00107314,0,4322.98024117075
2608,run0381,det_h1-0,0.0343952,0.00102932,0,4322.98024117075
2609,run0381,det_h1-1,0.0311029,0.000986673,0,4322.98024117075
2610,run0381,det_h1-2,0.015881799999999998,0.000724261,0,4322.98024117075
2611,run0381,det_h1-3,0.0347146,0.00103246,0,4322.98024117075
2612,run0381,det_h1-4,0.0390173,0.00108097,0,4322.98024117075
2613,run0382,det_h0-0,0.0451279,0.00121934,0,4321.16038258314
2614,run0382,det_h0-1,0.04024,0.00114713,0,4321.16038258314
2615,run0382,det_h0-2,0.0183328,0.00079952,0,4321.16038258314
2616,run0382,det_h0-3,0.0381271,0.00115067,0,4321.16038258314
2617,run0382,det_h0-4,0.0399367,0.00116,0,4321.16038258314
2618,run0382,det_h0-5,0.0408369,0.00116752,0,4321.16038258314
2619,run0382,det_h0-6,0.0472856,0.00122882,0,4321.16038258314
2620,run0382,det_h0-7,0.0421773,0.00117568,0,4321.16038258314
2621,run0382,det_h1-0,0.0398696,0.00116769,0,4321.16038258314
2622,run0382,det_h1-1,0.0333924,0.00107479,0,4321.16038258314
2623,run0382,det_h1-2,0.0173001,0.0007933889999999999,0,4321.16038258314
2624,run0382,det_h1-3,0.037825599999999994,0.00113267,0,4321.16038258314
2625,run0382,det_h1-4,0.043475099999999996,0.0012,0,4321.16038258314
2626,run0383,det_h0-0,0.046283,0.00134453,0,4319.16764373785
2627,run0383,det_h0-1,0.0418522,0.00125352,0,4319.16764373785
2628,run0383,det_h0-2,0.0212214,0.000931502,0,4319.16764373785
2629,run0383,det_h0-3,0.040951800000000003,0.00128627,0,4319.16764373785
2630,run0383,det_h0-4,0.04202619999999999,0.0012950999999999998,0,4319.16764373785
2631,run0383,det_h0-5,0.045621100000000005,0.00131366,0,4319.16764373785
2632,run0383,det_h0-6,0.0501241,0.00137117,0,4319.16764373785
2633,run0383,det_h0-7,0.04680530000000001,0.00133175,0,4319.16764373785
2634,run0383,det_h1-0,0.0438039,0.00130102,0,4319.16764373785
2635,run0383,det_h1-1,0.038213800000000006,0.00124371,0,4319.16764373785
2636,run0383,det_h1-2,0.017637299999999998,0.0008730960000000001,0,4319.16764373785
2637,run0383,det_h1-3,0.041206900000000005,0.00130168,0,4319.16764373785
2638,run0383,det_h1-4,0.04566780000000001,0.00133496,0,4319.16764373785
2639,run0384,det_h0-0,0.0502526,0.00130178,0,4317.20423481283
2640,run0384,det_h0-1,0.0424664,0.00120141,0,4317.20423481283
2641,run0384,det_h0-2,0.021775599999999996,0.000881651,0,4317.20423481283
2642,run0384,det_h0-3,0.0405116,0.00121081,0,4317.20423481283
2643,run0384,det_h0-4,0.0424394,0.00121656,0,4317.20423481283
2644,run0384,det_h0-5,0.0459766,0.00124842,0,4317.20423481283
2645,run0384,det_h0-6,0.05218099999999999,0.00130346,0,4317.20423481283
2646,run0384,det_h0-7,0.0459392,0.00125243,0,4317.20423481283
2647,run0384,det_h1-0,0.0440409,0.00123082,0,4317.20423481283
2648,run0384,det_h1-1,0.03766130000000001,0.00116435,0,4317.20423481283
2649,run0384,det_h1-2,0.018234200000000002,0.000842953,0,4317.20423481283
2650,run0384,det_h1-3,0.04420519999999999,0.00123418,0,4317.20423481283
2651,run0384,det_h1-4,0.046333400000000004,0.00125799,0,4317.20423481283
2652,run0385,det_h0-0,0.05092580000000001,0.00141313,0,4315.12581776763
2653,run0385,det_h0-1,0.0430835,0.0012877000000000001,0,4315.12581776763
2654,run0385,det_h0-2,0.020396,0.000929574,0,4315.12581776763
2655,run0385,det_h0-3,0.042489400000000004,0.00132159,0,4315.12581776763
2656,run0385,det_h0-4,0.0439592,0.0013296,0,4315.12581776763
2657,run0385,det_h0-5,0.047454699999999995,0.0013597000000000001,0,4315.12581776763
2658,run0385,det_h0-6,0.0544039,0.00143249,0,4315.12581776763
2659,run0385,det_h0-7,0.049150099999999995,0.00138252,0,4315.12581776763
2660,run0385,det_h1-0,0.0462316,0.00135843,0,4315.12581776763
2661,run0385,det_h1-1,0.040245300000000005,0.00128211,0,4315.12581776763
2662,run0385,det_h1-2,0.0185327,0.0008956,0,4315.12581776763
2663,run0385,det_h1-3,0.043850599999999997,0.00131898,0,4315.12581776763
2664,run0385,det_h1-4,0.0485488,0.0013875,0,4315.12581776763
2665,run0386,det_h0-0,0.0483599,0.0013517000000000002,0,4313.10561429446
2666,run0386,det_h0-1,0.0448544,0.00127331,0,4313.10561429446
2667,run0386,det_h0-2,0.0213601,0.000914294,0,4313.10561429446
2668,run0386,det_h0-3,0.0465622,0.0013126,0,4313.10561429446
2669,run0386,det_h0-4,0.0456565,0.00130709,0,4313.10561429446
2670,run0386,det_h0-5,0.047026099999999994,0.00131789,0,4313.10561429446
2671,run0386,det_h0-6,0.0513727,0.0013729,0,4313.10561429446
2672,run0386,det_h0-7,0.048726099999999994,0.00133963,0,4313.10561429446
2673,run0386,det_h1-0,0.044935199999999995,0.00129977,0,4313.10561429446
2674,run0386,det_h1-1,0.0392381,0.00123424,0,4313.10561429446
2675,run0386,det_h1-2,0.0192295,0.0008765719999999999,0,4313.10561429446
2676,run0386,det_h1-3,0.0429055,0.00128179,0,4313.10561429446
2677,run0386,det_h1-4,0.049559,0.00135513,0,4313.10561429446
2678,run0387,det_h0-0,0.050416,0.00134125,0,4311.17243400484
2679,run0387,det_h0-1,0.044297199999999995,0.00125331,0,4311.17243400484
2680,run0387,det_h0-2,0.0221282,0.0009047489999999999,0,4311.17243400484
2681,run0387,det_h0-3,0.0406808,0.00123934,0,4311.17243400484
2682,run0387,det_h0-4,0.046154400000000005,0.00128843,0,4311.17243400484
2683,run0387,det_h0-5,0.0466076,0.00128267,0,4311.17243400484
2684,run0387,det_h0-6,0.0510228,0.00133429,0,4311.17243400484
2685,run0387,det_h0-7,0.045844800000000005,0.00127876,0,4311.17243400484
2686,run0387,det_h1-0,0.0439842,0.00127127,0,4311.17243400484
2687,run0387,det_h1-1,0.0385895,0.00119502,0,4311.17243400484
2688,run0387,det_h1-2,0.0179538,0.00085064,0,4311.17243400484
2689,run0387,det_h1-3,0.043131300000000004,0.00125769,0,4311.17243400484
2690,run0387,det_h1-4,0.050444800000000005,0.00134036,0,4311.17243400484
2691,run0388,det_h0-0,0.052096,0.00146001,0,4309.29737471283
2692,run0388,det_h0-1,0.0430118,0.00132254,0,4309.29737471283
2693,run0388,det_h0-2,0.0228114,0.00099324,0,4309.29737471283
2694,run0388,det_h0-3,0.0416489,0.00135151,0,4309.29737471283
2695,run0388,det_h0-4,0.0454076,0.00138185,0,4309.29737471283
2696,run0388,det_h0-5,0.0497127,0.00140379,0,4309.29737471283
2697,run0388,det_h0-6,0.0516953,0.00144396,0,4309.29737471283
2698,run0388,det_h0-7,0.047578800000000004,0.00138447,0,4309.29737471283
2699,run0388,det_h1-0,0.0450908,0.00138927,0,4309.29737471283
2700,run0388,det_h1-1,0.040023699999999995,0.00130364,0,4309.29737471283
2701,run0388,det_h1-2,0.0186517,0.0009537619999999999,0,4309.29737471283
2702,run0388,det_h1-3,0.0430721,0.00136222,0,4309.29737471283
2703,run0388,det_h1-4,0.0497314,0.00143892,0,4309.29737471283
2704,run0389,det_h0-0,0.0513048,0.00144155,0,4307.24969908227
2705,run0389,det_h0-1,0.0463696,0.001347,0,4307.24969908227
2706,run0389,det_h0-2,0.021551,0.000968592,0,4307.24969908227
2707,run0389,det_h0-3,0.043422,0.00135788,0,4307.24969908227
2708,run0389,det_h0-4,0.045193000000000004,0.00137091,0,4307.24969908227
2709,run0389,det_h0-5,0.0476715,0.00139112,0,4307.24969908227
2710,run0389,det_h0-6,0.05310369999999999,0.00145363,0,4307.24969908227
2711,run0389,det_h0-7,0.04850530000000001,0.00140034,0,4307.24969908227
2712,run0389,det_h1-0,0.0445061,0.00136036,0,4307.24969908227
2713,run0389,det_h1-1,0.040017000000000004,0.00130515,0,4307.24969908227
2714,run0389,det_h1-2,0.0194419,0.000918553,0,4307.24969908227
2715,run0389,det_h1-3,0.0425356,0.00134404,0,4307.24969908227
2716,run0389,det_h1-4,0.0483686,0.00140537,0,4307.24969908227
2717,run0390,det_h0-0,0.053100699999999994,0.00140915,0,4305.23134034014
2718,run0390,det_h0-1,0.0478029,0.00131884,0,4305.23134034014
2719,run0390,det_h0-2,0.022421,0.0009314680000000001,0,4305.23134034014
2720,run0390,det_h0-3,0.0440225,0.00130093,0,4305.23134034014
2721,run0390,det_h0-4,0.0464941,0.00133078,0,4305.23134034014
2722,run0390,det_h0-5,0.0490174,0.00133154,0,4305.23134034014
2723,run0390,det_h0-6,0.0551476,0.0014097,0,4305.23134034014
2724,run0390,det_h0-7,0.049452800000000005,0.00135809,0,4305.23134034014
2725,run0390,det_h1-0,0.04766769999999999,0.00133613,0,4305.23134034014
2726,run0390,det_h1-1,0.0410796,0.00127879,0,4305.23134034014
2727,run0390,det_h1-2,0.0206367,0.0008957360000000001,0,4305.23134034014
2728,run0390,det_h1-3,0.0458463,0.00131322,0,4305.23134034014
2729,run0390,det_h1-4,0.05250030000000001,0.00139185,0,4305.23134034014
2730,run0391,det_h0-0,0.0566299,0.00139332,0,4303.09816113649
2731,run0391,det_h0-1,0.0482608,0.0012889000000000002,0,4303.09816113649
2732,run0391,det_h0-2,0.0245648,0.0009287710000000001,0,4303.09816113649
2733,run0391,det_h0-3,0.0478029,0.00131926,0,4303.09816113649
2734,run0391,det_h0-4,0.051937800000000006,0.00135721,0,4303.09816113649
2735,run0391,det_h0-5,0.05260549999999999,0.00135258,0,4303.09816113649
2736,run0391,det_h0-6,0.059292700000000004,0.00141309,0,4303.09816113649
2737,run0391,det_h0-7,0.0551234,0.00136657,0,4303.09816113649
2738,run0391,det_h1-0,0.0518362,0.00135176,0,4303.09816113649
2739,run0391,det_h1-1,0.0448194,0.00126419,0,4303.09816113649
2740,run0391,det_h1-2,0.02192,0.000918599,0,4303.09816113649
2741,run0391,det_h1-3,0.0469582,0.00128698,0,4303.09816113649
2742,run0391,det_h1-4,0.0565053,0.00138494,0,4303.09816113649
2743,run0392,det_h0-0,0.0553591,0.00150256,0,4301.05195907052
2744,run0392,det_h0-1,0.0496898,0.00139595,0,4301.05195907052
2745,run0392,det_h0-2,0.024719,0.00101324,0,4301.05195907052
2746,run0392,det_h0-3,0.046711199999999994,0.00140038,0,4301.05195907052
2747,run0392,det_h0-4,0.053495400000000005,0.00146542,0,4301.05195907052
2748,run0392,det_h0-5,0.0537685,0.00145907,0,4301.05195907052
2749,run0392,det_h0-6,0.0571491,0.001504,0,4301.05195907052
2750,run0392,det_h0-7,0.0539346,0.00145205,0,4301.05195907052
2751,run0392,det_h1-0,0.0521567,0.00146858,0,4301.05195907052
2752,run0392,det_h1-1,0.0459235,0.00138079,0,4301.05195907052
2753,run0392,det_h1-2,0.022364500000000002,0.000987871,0,4301.05195907052
2754,run0392,det_h1-3,0.046805599999999996,0.00141293,0,4301.05195907052
2755,run0392,det_h1-4,0.0547793,0.00148556,0,4301.05195907052
2756,run0393,det_h0-0,0.0366365,0.00106199,0,4299.09267245812
2757,run0393,det_h0-1,0.03224,0.00099187,0,4299.09267245812
2758,run0393,det_h0-2,0.016700200000000002,0.000735839,0,4299.09267245812
2759,run0393,det_h0-3,0.0333193,0.00101687,0,4299.09267245812
2760,run0393,det_h0-4,0.0348868,0.00104414,0,4299.09267245812
2761,run0393,det_h0-5,0.037213699999999995,0.00105586,0,4299.09267245812
2762,run0393,det_h0-6,0.040943,0.00109711,0,4299.09267245812
2763,run0393,det_h0-7,0.037635,0.00106402,0,4299.09267245812
2764,run0393,det_h1-0,0.0365601,0.00105381,0,4299.09267245812
2765,run0393,det_h1-1,0.0311639,0.000994382,0,4299.09267245812
2766,run0393,det_h1-2,0.0144333,0.0006996960000000001,0,4299.09267245812
2767,run0393,det_h1-3,0.0332907,0.00100949,0,4299.09267245812
2768,run0393,det_h1-4,0.0372077,0.00107475,0,4299.09267245812
2769,run0394,det_h0-0,0.022335499999999998,0.000705278,0,4298.08439011286
2770,run0394,det_h0-1,0.0205681,0.0006752619999999999,0,4298.08439011286
2771,run0394,det_h0-2,0.00993434,0.000506933,0,4298.08439011286
2772,run0394,det_h0-3,0.0201909,0.0006898280000000001,0,4298.08439011286
2773,run0394,det_h0-4,0.0215478,0.000707427,0,4298.08439011286
2774,run0394,det_h0-5,0.0237632,0.0007301289999999999,0,4298.08439011286
2775,run0394,det_h0-6,0.0250459,0.000742907,0,4298.08439011286
2776,run0394,det_h0-7,0.024015099999999998,0.00072763,0,4298.08439011286
2777,run0394,det_h1-0,0.0207062,0.000696507,0,4298.08439011286
2778,run0394,det_h1-1,0.0186242,0.000672108,0,4298.08439011286
2779,run0394,det_h1-2,0.00945424,0.000499695,0,4298.08439011286
2780,run0394,det_h1-3,0.0202298,0.000679743,0,4298.08439011286
2781,run0394,det_h1-4,0.0234485,0.000723865,0,4298.08439011286
2782,run0395,det_h0-0,0.00775966,0.000294342,0,4297.22024222156
2783,run0395,det_h0-1,0.00660131,0.00027635400000000003,0,4297.22024222156
2784,run0395,det_h0-2,0.00333279,0.00022558,0,4297.22024222156
2785,run0395,det_h0-3,0.00677681,0.000291319,0,4297.22024222156
2786,run0395,det_h0-4,0.00682604,0.000287751,0,4297.22024222156
2787,run0395,det_h0-5,0.00705803,0.000293948,0,4297.22024222156
2788,run0395,det_h0-6,0.00788081,0.00029659,0,4297.22024222156
2789,run0395,det_h0-7,0.00741244,0.000291138,0,4297.22024222156
2790,run0395,det_h1-0,0.00678025,0.000283545,0,4297.22024222156
2791,run0395,det_h1-1,0.00571009,0.000266965,0,4297.22024222156
2792,run0395,det_h1-2,-0.00124439,0.000288081,0,4297.22024222156
2793,run0395,det_h1-3,0.00784422,0.000299912,0,4297.22024222156
2794,run0395,det_h1-4,0.0080608,0.000295522,0,4297.22024222156
