Run,Detector,Yield,Yield err,Fit Status
run0165,det_h0-2,0.00511105,0.000242362,0
run0165,det_h0-3,0.0102495,0.000320982,0
run0165,det_h0-4,0.00985168,0.00030972,0
run0165,det_h0-5,0.00896431,0.000324049,0
run0165,det_h0-6,0.00779373,0.000288007,0
run0165,det_h0-7,0.00858602,0.000305007,0
run0165,det_h1-0,0.00857375,0.000286034,0
run0165,det_h1-1,0.00834406,0.000291718,0
run0165,det_h1-2,0.00396419,0.000274586,0
run0165,det_h1-3,0.00935204,0.000353425,0
run0165,det_h1-4,0.0103959,0.000332107,0
run0167,det_h0-0,0.00908696,0.00023484,0
run0167,det_h0-1,0.00871386,0.000231622,0
run0167,det_h0-2,0.00376159,0.000196756,0
run0167,det_h0-3,0.00735638,0.000256784,0
run0167,det_h0-4,0.00807166,0.000251289,0
run0167,det_h0-5,0.00866311,0.000277383,0
run0167,det_h0-6,0.00904753,0.000256663,0
run0167,det_h0-7,0.00794491,0.000262716,0
run0167,det_h1-0,0.00763383,0.000247021,0
run0167,det_h1-1,0.00737901,0.00023957,0
run0167,det_h1-2,0.00384943,0.000196264,0
run0167,det_h1-3,0.00740713,0.000261308,0
run0167,det_h1-4,0.00949352,0.000261692,0
run0168,det_h0-0,0.0335057,0.00046836,0
run0168,det_h0-1,0.0318008,0.000475748,0
run0168,det_h0-2,0.0138622,0.000328059,0
run0168,det_h0-3,0.0259899,0.000463435,0
run0168,det_h0-4,0.0307892,0.000477697,0
run0168,det_h0-5,0.033852,0.000522269,0
run0168,det_h0-6,0.0365758,0.000514006,0
run0168,det_h0-7,0.0303298,0.000488613,0
run0168,det_h1-0,0.0297972,0.000476679,0
run0168,det_h1-1,0.0293286,0.000481011,0
run0168,det_h1-2,0.0144183,0.000358536,0
run0168,det_h1-3,0.028693,0.000503752,0
run0168,det_h1-4,0.0349814,0.000500713,0
run0169,det_h0-0,0.0390652,0.000594148,0
run0169,det_h0-1,0.0376051,0.000592081,0
run0169,det_h0-2,0.0156144,0.000415692,0
run0169,det_h0-3,0.0312155,0.000592567,0
run0169,det_h0-4,0.0355307,0.000621758,0
run0169,det_h0-5,0.0391713,0.000674757,0
run0169,det_h0-6,0.0425552,0.000638872,0
run0169,det_h0-7,0.0335894,0.000613595,0
run0169,det_h1-0,0.0346885,0.000607251,0
run0169,det_h1-1,0.0328223,0.000596725,0
run0169,det_h1-2,0.0169322,0.000475817,0
run0169,det_h1-3,0.0332908,0.000647393,0
run0169,det_h1-4,0.0404393,0.00063545,0
run0170,det_h0-0,0.0417396,0.000612743,0
run0170,det_h0-1,0.0405796,0.000609672,0
run0170,det_h0-2,0.0171053,0.000427962,0
run0170,det_h0-3,0.0338425,0.000602421,0
run0170,det_h0-4,0.0368876,0.000612362,0
run0170,det_h0-5,0.0404082,0.000654952,0
run0170,det_h0-6,0.0445412,0.000668521,0
run0170,det_h0-7,0.035923,0.000628528,0
run0170,det_h1-0,0.0363338,0.000614233,0
run0170,det_h1-1,0.0343613,0.0005996,0
run0170,det_h1-2,0.0180815,0.000457758,0
run0170,det_h1-3,0.0348856,0.000644215,0
run0170,det_h1-4,0.042978,0.000650838,0
run0171,det_h0-0,0.0481139,0.000678436,0
run0171,det_h0-1,0.045313,0.000660293,0
run0171,det_h0-2,0.0196667,0.00047049,0
run0171,det_h0-3,0.038321,0.000651839,0
run0171,det_h0-4,0.0437939,0.000696268,0
run0171,det_h0-5,0.0492782,0.000768636,0
run0171,det_h0-6,0.0515732,0.000740706,0
run0171,det_h0-7,0.0420664,0.000698487,0
run0171,det_h1-0,0.0428259,0.000677085,0
run0171,det_h1-1,0.0404448,0.000670122,0
run0171,det_h1-2,0.0209743,0.000521299,0
run0171,det_h1-3,0.0406953,0.000724684,0
run0171,det_h1-4,0.0497861,0.00071039,0
run0172,det_h0-0,0.0290303,0.000436936,0
run0172,det_h0-1,0.0271221,0.00042827,0
run0172,det_h0-2,0.0114846,0.000310028,0
run0172,det_h0-3,0.0230454,0.000433254,0
run0172,det_h0-4,0.0261334,0.000446659,0
run0172,det_h0-5,0.0286208,0.000490954,0
run0172,det_h0-6,0.0302115,0.000476361,0
run0172,det_h0-7,0.0246124,0.000456308,0
run0172,det_h1-0,0.0260538,0.00045535,0
run0172,det_h1-1,0.0241889,0.000434057,0
run0172,det_h1-2,0.0126803,0.000369999,0
run0172,det_h1-3,0.0246488,0.000475323,0
run0172,det_h1-4,0.0292808,0.000453622,0
run0173,det_h0-0,0.0228841,0.00044537,0
run0173,det_h0-1,0.0223189,0.000449399,0
run0173,det_h0-2,0.0102333,0.000339913,0
run0173,det_h0-3,0.018561,0.000452964,0
run0173,det_h0-4,0.0213288,0.000474482,0
run0173,det_h0-5,0.0231605,0.000533053,0
run0173,det_h0-6,0.0242932,0.00050356,0
run0173,det_h0-7,0.0203811,0.000486351,0
run0173,det_h1-0,0.0202336,0.000470304,0
run0173,det_h1-1,0.0191737,0.000443753,0
run0173,det_h1-2,0.0109086,0.000394976,0
run0173,det_h1-3,0.0201317,0.000524486,0
run0173,det_h1-4,0.024273,0.000492621,0
run0174,det_h0-0,0.0334363,0.000603641,0
run0174,det_h0-1,0.0315116,0.000612835,0
run0174,det_h0-2,0.0133547,0.00044071,0
run0174,det_h0-3,0.0256838,0.000609482,0
run0174,det_h0-4,0.0296309,0.000619138,0
run0174,det_h0-5,0.031905,0.000680379,0
run0174,det_h0-6,0.033026,0.000652053,0
run0174,det_h0-7,0.0293033,0.000648215,0
run0174,det_h1-0,0.0289296,0.00060214,0
run0174,det_h1-1,0.0280575,0.000598868,0
run0174,det_h1-2,0.01482,0.000496176,0
run0174,det_h1-3,0.0278619,0.000667004,0
run0174,det_h1-4,0.0334781,0.000650021,0
run0175,det_h0-0,0.0531095,0.00079718,0
run0175,det_h0-1,0.050129,0.000797595,0
run0175,det_h0-2,0.0219074,0.000568612,0
run0175,det_h0-3,0.041303,0.000773363,0
run0175,det_h0-4,0.0471974,0.000815374,0
run0175,det_h0-5,0.0526406,0.00087898,0
run0175,det_h0-6,0.0573167,0.000893393,0
run0175,det_h0-7,0.0464641,0.000843667,0
run0175,det_h1-0,0.046571,0.000814981,0
run0175,det_h1-1,0.0453152,0.000825872,0
run0175,det_h1-2,0.0236809,0.000634744,0
run0175,det_h1-3,0.0447071,0.000870252,0
run0175,det_h1-4,0.0552153,0.000854246,0
run0176,det_h0-0,0.079962,0.0010913,0
run0176,det_h0-1,0.0737735,0.00104611,0
run0176,det_h0-2,0.031212,0.000733527,0
run0176,det_h0-3,0.0639771,0.00103387,0
run0176,det_h0-4,0.0735896,0.00110473,0
run0176,det_h0-5,0.0779119,0.00114735,0
run0176,det_h0-6,0.0857025,0.001159,0
run0176,det_h0-7,0.073142,0.00110573,0
run0176,det_h1-0,0.0718842,0.00106968,0
run0176,det_h1-1,0.0647783,0.0010195,0
run0176,det_h1-2,0.033975,0.000798394,0
run0176,det_h1-3,0.068217,0.00110314,0
run0176,det_h1-4,0.0810986,0.00110311,0
run0177,det_h0-0,0.100682,0.00134049,0
run0177,det_h0-1,0.0981295,0.0012975,0
run0177,det_h0-2,0.0428303,0.000904519,0
run0177,det_h0-3,0.0818565,0.00127144,0
run0177,det_h0-4,0.0943258,0.00135809,0
run0177,det_h0-5,0.102563,0.00142439,0
run0177,det_h0-6,0.112918,0.00144889,0
run0177,det_h0-7,0.0928717,0.00134823,0
run0177,det_h1-0,0.091115,0.00133729,0
run0177,det_h1-1,0.089815,0.00135037,0
run0177,det_h1-2,0.0457872,0.000986277,0
run0177,det_h1-3,0.0900923,0.00141005,0
run0177,det_h1-4,0.107294,0.00138733,0
run0178,det_h0-0,0.122358,0.00143334,0
run0178,det_h0-1,0.11498,0.00139011,0
run0178,det_h0-2,0.0495708,0.000967156,0
run0178,det_h0-3,0.0997703,0.00139444,0
run0178,det_h0-4,0.115212,0.00149137,0
run0178,det_h0-5,0.123043,0.00154557,0
run0178,det_h0-6,0.136762,0.00156724,0
run0178,det_h0-7,0.112356,0.00148833,0
run0178,det_h1-0,0.111547,0.00145402,0
run0178,det_h1-1,0.105464,0.00143652,0
run0178,det_h1-2,0.0540014,0.00103076,0
run0178,det_h1-3,0.101917,0.00145709,0
run0178,det_h1-4,0.127229,0.00154946,0
run0179,det_h0-0,0.154445,0.0017228,0
run0179,det_h0-1,0.147656,0.00166192,0
run0179,det_h0-2,0.0639373,0.00112273,0
run0179,det_h0-3,0.125078,0.00170801,0
run0179,det_h0-4,0.143775,0.00176029,0
run0179,det_h0-5,0.154977,0.00185994,0
run0179,det_h0-6,0.172152,0.00184039,0
run0179,det_h0-7,0.13867,0.00172375,0
run0179,det_h1-0,0.139138,0.00174383,0
run0179,det_h1-1,0.130779,0.00170945,0
run0179,det_h1-2,0.0646954,0.00121307,0
run0179,det_h1-3,0.133594,0.00177808,0
run0179,det_h1-4,0.160507,0.00184255,0
run0180,det_h0-0,0.178367,0.00194462,0
run0180,det_h0-1,0.174549,0.00185779,0
run0180,det_h0-2,0.0756855,0.00126791,0
run0180,det_h0-3,0.143233,0.00192749,0
run0180,det_h0-4,0.16691,0.00202113,0
run0180,det_h0-5,0.179763,0.00211028,0
run0180,det_h0-6,0.198668,0.00205336,0
run0180,det_h0-7,0.158813,0.00194905,0
run0180,det_h1-0,0.163815,0.00202847,0
run0180,det_h1-1,0.151883,0.00198617,0
run0180,det_h1-2,0.0755066,0.00135543,0
run0180,det_h1-3,0.158065,0.00200553,0
run0180,det_h1-4,0.185329,0.00209387,0
run0181,det_h0-0,0.190506,0.00189876,0
run0181,det_h0-1,0.182695,0.00180214,0
run0181,det_h0-2,0.0788941,0.00120469,0
run0181,det_h0-3,0.152428,0.00191881,0
run0181,det_h0-4,0.173964,0.00197631,0
run0181,det_h0-5,0.188535,0.00203823,0
run0181,det_h0-6,0.204534,0.00195616,0
run0181,det_h0-7,0.172577,0.00190687,0
run0181,det_h1-0,0.17166,0.00194204,0
run0181,det_h1-1,0.158575,0.00195766,0
run0181,det_h1-2,0.0815642,0.00128697,0
run0181,det_h1-3,0.165714,0.0019558,0
run0181,det_h1-4,0.196578,0.00204045,0
run0183,det_h0-0,0.22068,0.00285033,0
run0183,det_h0-1,0.207819,0.00267597,0
run0183,det_h0-2,0.0908301,0.00179484,0
run0183,det_h0-3,0.172131,0.00288071,0
run0183,det_h0-4,0.201021,0.00299157,0
run0183,det_h0-5,0.215028,0.00293663,0
run0183,det_h0-6,0.235489,0.00290698,0
run0183,det_h0-7,0.190002,0.00281728,0
run0183,det_h1-0,0.196985,0.00292476,0
run0183,det_h1-1,0.189737,0.00289993,0
run0183,det_h1-2,0.0916407,0.00194103,0
run0183,det_h1-3,0.195839,0.00296124,0
run0183,det_h1-4,0.225533,0.00306298,0
run0184,det_h0-0,0.241106,0.00260123,0
run0184,det_h0-1,0.229402,0.00242812,0
run0184,det_h0-2,0.0965087,0.00159507,0
run0184,det_h0-3,0.192033,0.00264684,0
run0184,det_h0-4,0.220737,0.0026969,0
run0184,det_h0-5,0.230452,0.00273724,0
run0184,det_h0-6,0.255779,0.00263073,0
run0184,det_h0-7,0.206978,0.002568,0
run0184,det_h1-0,0.209299,0.00262434,0
run0184,det_h1-1,0.194074,0.00260888,0
run0184,det_h1-2,0.105276,0.00176502,0
run0184,det_h1-3,0.203886,0.00264333,0
run0184,det_h1-4,0.245476,0.00280046,0
run0185,det_h0-0,0.237421,0.00336751,0
run0185,det_h0-1,0.23413,0.00318502,0
run0185,det_h0-2,0.0947662,0.00208819,0
run0185,det_h0-3,0.19576,0.00343308,0
run0185,det_h0-4,0.229077,0.0035084,0
run0185,det_h0-5,0.262014,0.00369826,0
run0185,det_h0-6,0.256231,0.00346307,0
run0185,det_h0-7,0.228467,0.0034842,0
run0185,det_h1-0,0.217193,0.00346738,0
run0185,det_h1-1,0.212395,0.00363789,0
run0185,det_h1-2,0.109,0.00236243,0
run0185,det_h1-3,0.194788,0.00338801,0
run0185,det_h1-4,0.248135,0.00361371,0
run0186,det_h0-0,0.21019,0.00306615,0
run0186,det_h0-1,0.193707,0.00285514,0
run0186,det_h0-2,0.0875729,0.00189266,0
run0186,det_h0-3,0.166286,0.00308235,0
run0186,det_h0-4,0.185158,0.00317646,0
run0186,det_h0-5,0.202273,0.00320156,0
run0186,det_h0-6,0.223437,0.00301668,0
run0186,det_h0-7,0.182627,0.00294451,0
run0186,det_h1-0,0.178035,0.00307671,0
run0186,det_h1-1,0.164906,0.00305786,0
run0186,det_h1-2,0.094005,0.00212367,0
run0186,det_h1-3,0.18083,0.00315749,0
run0186,det_h1-4,0.215312,0.00334356,0
run0187,det_h0-0,0.161184,0.00346173,0
run0187,det_h0-1,0.154306,0.00320182,0
run0187,det_h0-2,0.0620593,0.00209555,0
run0187,det_h0-3,0.123126,0.0033508,0
run0187,det_h0-4,0.140986,0.00347385,0
run0187,det_h0-5,0.154499,0.00357705,0
run0187,det_h0-6,0.16698,0.00332534,0
run0187,det_h0-7,0.129942,0.00318861,0
run0187,det_h1-0,0.138553,0.00343474,0
run0187,det_h1-1,0.140142,0.00341791,0
run0187,det_h1-2,0.0653016,0.00225637,0
run0187,det_h1-3,0.140217,0.00358195,0
run0187,det_h1-4,0.168397,0.0036503,0
run0188,det_h0-0,0.123931,0.00275845,0
run0188,det_h0-1,0.127648,0.00271215,0
run0188,det_h0-2,0.0486243,0.00169911,0
run0188,det_h0-3,0.0968653,0.00277865,0
run0188,det_h0-4,0.114011,0.00282828,0
run0188,det_h0-5,0.124838,0.00295381,0
run0188,det_h0-6,0.12546,0.00266174,0
run0188,det_h0-7,0.112178,0.00263508,0
run0188,det_h1-0,0.106324,0.00279761,0
run0188,det_h1-1,0.106472,0.00288298,0
run0188,det_h1-2,0.0535456,0.00188881,0
run0188,det_h1-3,0.0953546,0.00264071,0
run0188,det_h1-4,0.12882,0.00296936,0
run0189,det_h0-0,0.0836002,0.00208732,0
run0189,det_h0-1,0.0840858,0.00193573,0
run0189,det_h0-2,0.0311651,0.00115871,0
run0189,det_h0-3,0.0678604,0.0020774,0
run0189,det_h0-4,0.0735732,0.00214574,0
run0189,det_h0-5,0.0890198,0.00216042,0
run0189,det_h0-6,0.0908907,0.00207274,0
run0189,det_h0-7,0.0780148,0.0019831,0
run0189,det_h1-0,0.0715475,0.00208622,0
run0189,det_h1-1,0.0679387,0.00204665,0
run0189,det_h1-2,0.0335358,0.001324,0
run0189,det_h1-3,0.0666292,0.00197583,0
run0189,det_h1-4,0.0833296,0.00213526,0
run0190,det_h0-0,0.058708,0.00175154,0
run0190,det_h0-1,0.0597984,0.00150598,0
run0190,det_h0-2,0.0236051,0.00112061,0
run0190,det_h0-3,0.0460664,0.00177825,0
run0190,det_h0-4,0.0565579,0.00187532,0
run0190,det_h0-5,0.0601504,0.00181588,0
run0190,det_h0-6,0.0620035,0.00161389,0
run0190,det_h0-7,0.0548226,0.00164053,0
run0190,det_h1-0,0.054956,0.00176375,0
run0190,det_h1-1,0.0544079,0.00190265,0
run0190,det_h1-2,0.028162,0.00118338,0
run0190,det_h1-3,0.0497703,0.00173204,0
run0190,det_h1-4,0.067973,0.00206977,0
run0191,det_h0-0,0.0495488,0.00163015,0
run0191,det_h0-1,0.0481675,0.00146817,0
run0191,det_h0-2,0.0210728,0.0010193,0
run0191,det_h0-3,0.0395416,0.001654,0
run0191,det_h0-4,0.0451979,0.00169027,0
run0191,det_h0-5,0.0470991,0.00160849,0
run0191,det_h0-6,0.0500171,0.00144303,0
run0191,det_h0-7,0.041977,0.00147594,0
run0191,det_h1-0,0.0416071,0.00156229,0
run0191,det_h1-1,0.0436914,0.00180034,0
run0191,det_h1-2,0.0273371,0.00107119,0
run0191,det_h1-3,0.0440027,0.00159987,0
run0191,det_h1-4,0.0520484,0.00182042,0
run0192,det_h0-0,0.0404779,0.00129647,0
run0192,det_h0-1,0.0442655,0.00122511,0
run0192,det_h0-2,0.0183907,0.00083269,0
run0192,det_h0-3,0.0328603,0.00133211,0
run0192,det_h0-4,0.0397576,0.00134982,0
run0192,det_h0-5,0.0420995,0.00134866,0
run0192,det_h0-6,0.0427795,0.0010193,0
run0192,det_h0-7,0.0354208,0.0011758,0
run0192,det_h1-0,0.0362976,0.00121073,0
run0192,det_h1-1,0.0368112,0.00140845,0
run0192,det_h1-2,0.0179785,0.000843546,0
run0192,det_h1-3,0.0363238,0.00128515,0
run0192,det_h1-4,0.0438054,0.00139856,0
run0193,det_h0-0,0.0256425,0.00103958,0
run0193,det_h0-1,0.0274666,0.000950072,0
run0193,det_h0-2,0.0120977,0.000675235,0
run0193,det_h0-3,0.0217355,0.00108976,0
run0193,det_h0-4,0.0249442,0.00112798,0
run0193,det_h0-5,0.0283979,0.00105334,0
run0193,det_h0-6,0.0284628,0.000924435,0
run0193,det_h0-7,0.0232465,0.000941017,0
run0193,det_h1-0,0.0264512,0.00109924,0
run0193,det_h1-1,0.0239976,0.00116135,0
run0193,det_h1-2,0.0135447,0.000837173,0
run0193,det_h1-3,0.0243127,0.00106175,0
run0193,det_h1-4,0.0297446,0.00122094,0
run0194,det_h0-0,0.0198031,0.000713179,0
run0194,det_h0-1,0.0204702,0.000657514,0
run0194,det_h0-2,0.00975893,0.000473556,0
run0194,det_h0-3,0.0163468,0.000719275,0
run0194,det_h0-4,0.0186186,0.000752932,0
run0194,det_h0-5,0.0196316,0.000727385,0
run0194,det_h0-6,0.0208427,0.000630247,0
run0194,det_h0-7,0.0166082,0.000640011,0
run0194,det_h1-0,0.0192361,0.000729407,0
run0194,det_h1-1,0.018278,0.000800119,0
run0194,det_h1-2,0.00899123,0.000534263,0
run0194,det_h1-3,0.0184206,0.000735877,0
run0194,det_h1-4,0.0209018,0.000797115,0
run0195,det_h0-0,0.0144438,0.000527017,0
run0195,det_h0-1,0.0134316,0.000479246,0
run0195,det_h0-2,0.00593584,0.000333411,0
run0195,det_h0-3,0.0105681,0.000530015,0
run0195,det_h0-4,0.0126605,0.000554153,0
run0195,det_h0-5,0.0134493,0.000516627,0
run0195,det_h0-6,0.0140938,0.000493893,0
run0195,det_h0-7,0.0119723,0.000519337,0
run0195,det_h1-0,0.0128772,0.00052734,0
run0195,det_h1-1,0.0121625,0.000557082,0
run0195,det_h1-2,0.00703331,0.000379671,0
run0195,det_h1-3,0.0119456,0.000566725,0
run0195,det_h1-4,0.0150677,0.000569372,0
run0196,det_h0-0,0.0101796,0.000307802,0
run0196,det_h0-1,0.0104593,0.000315046,0
run0196,det_h0-2,0.00459978,0.000238241,0
run0196,det_h0-3,0.00858325,0.000330862,0
run0196,det_h0-4,0.0102728,0.00036183,0
run0196,det_h0-5,0.0106439,0.000368654,0
run0196,det_h0-6,0.0111945,0.000331405,0
run0196,det_h0-7,0.00902286,0.000329094,0
run0196,det_h1-0,0.00973456,0.000350216,0
run0196,det_h1-1,0.00874397,0.000331474,0
run0196,det_h1-2,0.00496787,0.000253589,0
run0196,det_h1-3,0.00874356,0.000347686,0
run0196,det_h1-4,0.0105727,0.000337116,0
run0197,det_h0-0,0.00935895,0.000268732,0
run0197,det_h0-1,0.009341,0.000263898,0
run0197,det_h0-2,0.00377223,0.000196235,0
run0197,det_h0-3,0.00770954,0.000288143,0
run0197,det_h0-4,0.008984,0.000286334,0
run0197,det_h0-5,0.00902874,0.00030074,0
run0197,det_h0-6,0.010282,0.000272223,0
run0197,det_h0-7,0.00855295,0.000284497,0
run0197,det_h1-0,0.00849377,0.000286461,0
run0197,det_h1-1,0.00831245,0.000290855,0
run0197,det_h1-2,0.00435054,0.000263613,0
run0197,det_h1-3,0.00844054,0.000309349,0
run0197,det_h1-4,0.0100484,0.000297169,0
run0198,det_h0-0,0.0134389,0.000421288,0
run0198,det_h0-1,0.0123509,0.000402544,0
run0198,det_h0-2,0.00567604,0.000315733,0
run0198,det_h0-3,0.0100325,0.000420054,0
run0198,det_h0-4,0.0115365,0.000417478,0
run0198,det_h0-5,0.013294,0.000450351,0
run0198,det_h0-6,0.0132142,0.000414675,0
run0198,det_h0-7,0.0113454,0.000402362,0
run0198,det_h1-0,0.0114433,0.000414187,0
run0198,det_h1-1,0.0113328,0.000417222,0
run0198,det_h1-2,0.00546967,0.000329562,0
run0198,det_h1-3,0.0107441,0.000439869,0
run0198,det_h1-4,0.0140104,0.000449695,0
run0199,det_h0-0,0.0288432,0.000689868,0
run0199,det_h0-1,0.026783,0.000681888,0
run0199,det_h0-2,0.011724,0.000493378,0
run0199,det_h0-3,0.0225542,0.000679402,0
run0199,det_h0-4,0.0254021,0.000699998,0
run0199,det_h0-5,0.0277606,0.000721129,0
run0199,det_h0-6,0.0291172,0.000701184,0
run0199,det_h0-7,0.0251804,0.000678904,0
run0199,det_h1-0,0.0262363,0.00068633,0
run0199,det_h1-1,0.0243677,0.000684849,0
run0199,det_h1-2,0.0127604,0.000547789,0
run0199,det_h1-3,0.0241872,0.000748558,0
run0199,det_h1-4,0.0298572,0.00072614,0
run0200,det_h0-0,0.0480282,0.000926345,0
run0200,det_h0-1,0.0457863,0.000895665,0
run0200,det_h0-2,0.0190614,0.000628193,0
run0200,det_h0-3,0.0380218,0.000888958,0
run0200,det_h0-4,0.0435195,0.000929387,0
run0200,det_h0-5,0.0468422,0.000984081,0
run0200,det_h0-6,0.050595,0.000993806,0
run0200,det_h0-7,0.041368,0.000942831,0
run0200,det_h1-0,0.0435393,0.000942149,0
run0200,det_h1-1,0.0400897,0.000915479,0
run0200,det_h1-2,0.0198408,0.000664503,0
run0200,det_h1-3,0.0395179,0.000930017,0
run0200,det_h1-4,0.0469727,0.00094079,0
run0201,det_h0-0,0.104172,0.00160071,0
run0201,det_h0-1,0.101077,0.00154686,0
run0201,det_h0-2,0.0418827,0.00106316,0
run0201,det_h0-3,0.0810904,0.00153781,0
run0201,det_h0-4,0.0969182,0.00164316,0
run0201,det_h0-5,0.105351,0.00178347,0
run0201,det_h0-6,0.110727,0.00170156,0
run0201,det_h0-7,0.0880168,0.00156531,0
run0201,det_h1-0,0.0942821,0.00161587,0
run0201,det_h1-1,0.092583,0.00164319,0
run0201,det_h1-2,0.0461353,0.00117494,0
run0201,det_h1-3,0.0861667,0.00162663,0
run0201,det_h1-4,0.105908,0.00170861,0
run0202,det_h0-0,0.00949072,0.000337336,0
run0202,det_h0-1,0.00934199,0.00031782,0
run0202,det_h0-2,0.00387116,0.000249617,0
run0202,det_h0-3,0.00747177,0.000353803,0
run0202,det_h0-4,0.00848881,0.000348508,0
run0202,det_h0-5,0.0100992,0.000396525,0
run0202,det_h0-6,0.0100022,0.000306913,0
run0202,det_h0-7,0.00825097,0.000340061,0
run0202,det_h1-0,0.00852877,0.000336487,0
run0202,det_h1-1,0.00852789,0.000364783,0
run0202,det_h1-2,0.00436982,0.00026882,0
run0202,det_h1-3,0.00826566,0.000377567,0
run0202,det_h1-4,0.00989852,0.000371852,0
run0203,det_h0-0,0.0126282,0.00040045,0
run0203,det_h0-1,0.0123157,0.000391006,0
run0203,det_h0-2,0.00466823,0.00029614,0
run0203,det_h0-3,0.0097723,0.000417357,0
run0203,det_h0-4,0.0112215,0.000420629,0
run0203,det_h0-5,0.0122243,0.000453931,0
run0203,det_h0-6,0.0132185,0.000433088,0
run0203,det_h0-7,0.011826,0.000430616,0
run0203,det_h1-0,0.0110128,0.000411423,0
run0203,det_h1-1,0.0103382,0.000414932,0
run0203,det_h1-2,0.00622677,0.000345037,0
run0203,det_h1-3,0.0103626,0.000443591,0
run0203,det_h1-4,0.0132637,0.000430191,0
run0204,det_h0-0,0.0324521,0.000723636,0
run0204,det_h0-1,0.0305547,0.00071932,0
run0204,det_h0-2,0.0131629,0.000529452,0
run0204,det_h0-3,0.0258434,0.00071309,0
run0204,det_h0-4,0.0293422,0.000719034,0
run0204,det_h0-5,0.0318622,0.000806585,0
run0204,det_h0-6,0.0332223,0.000737681,0
run0204,det_h0-7,0.0282188,0.000750612,0
run0204,det_h1-0,0.0294359,0.000744445,0
run0204,det_h1-1,0.0276778,0.000734014,0
run0204,det_h1-2,0.0137253,0.000548335,0
run0204,det_h1-3,0.0282388,0.000754268,0
run0204,det_h1-4,0.0336004,0.000760617,0
run0205,det_h0-0,0.0342964,0.00078014,0
run0205,det_h0-1,0.0331368,0.00079407,0
run0205,det_h0-2,0.013883,0.000574419,0
run0205,det_h0-3,0.0252133,0.000775855,0
run0205,det_h0-4,0.0292461,0.000815268,0
run0205,det_h0-5,0.0310763,0.00081741,0
run0205,det_h0-6,0.0345467,0.000838456,0
run0205,det_h0-7,0.026674,0.000803237,0
run0205,det_h1-0,0.0292137,0.00080241,0
run0205,det_h1-1,0.0281299,0.000754644,0
run0205,det_h1-2,0.0153405,0.000614417,0
run0205,det_h1-3,0.0297827,0.000890334,0
run0205,det_h1-4,0.0360753,0.000868918,0
run0206,det_h0-0,0.00589659,0.00022719,0
run0206,det_h0-1,0.0062057,0.000231084,0
run0206,det_h0-2,0.00232996,0.000175008,0
run0206,det_h0-3,0.00424905,0.000218896,0
run0206,det_h0-4,0.00505224,0.000236967,0
