Run,Detector,Yield,Yield err,Area,Area err,Fit Status
run0225,det_h0-6,0.0126339,0.00429602,412.51,140.269,0
run0225,det_h0-7,0.00292081,0.000214262,95.3674,6.99588,1
run0225,det_h1-0,0.00848032,0.00109857,276.891,35.8695,0
run0225,det_h1-1,0.00754798,0.00097367,246.449,31.7913,0
run0225,det_h1-2,0.0242695,0.00152565,792.422,49.8139,1
run0225,det_h1-3,0.0107884,0.00198873,352.253,64.9339,0
run0225,det_h1-4,0.00128935,0.000621954,42.0987,20.3074,0
run0226,det_h0-0,0.0208159,0.0019359,591.485,55.0087,1
run0226,det_h0-1,0.00386746,0.00392964,109.894,111.661,0
run0226,det_h0-2,0.00808139,0.00293766,229.633,83.4735,0
run0226,det_h0-3,0.0126228,0.00244767,358.678,69.5505,1
run0226,det_h0-4,0.0022278,0.00251514,63.3029,71.4678,1
run0226,det_h0-5,0.0108613,0.00128495,308.623,36.5119,1
run0226,det_h0-6,0.0111319,0.00115839,316.312,32.9155,0
run0226,det_h0-7,2296.11,648.595,6.52438e+07,1.84298e+07,0
run0226,det_h1-0,0.00383939,0.00217554,109.096,61.8179,0
run0226,det_h1-1,0.00335623,1826.11,95.3674,5.18889e+07,1
run0226,det_h1-2,0.00945511,0.00295241,268.667,83.8928,0
run0226,det_h1-3,0.0161579,0.00197401,459.128,56.0916,0
run0226,det_h1-4,0.0217213,0.00209034,617.211,59.3969,0
run0227,det_h0-0,0.00220329,0.000192567,95.3674,8.33506,1
run0227,det_h0-1,0.0376524,0.00153615,1629.75,66.4909,0
run0227,det_h0-2,0.00220329,0.000226329,95.3674,9.7964,1
run0227,det_h0-3,0.0255007,0.00125556,1103.77,54.3455,0
run0227,det_h0-4,0.0530208,0.0240009,2294.95,1038.85,0
run0227,det_h0-5,0.0336278,0.00102492,1455.54,44.3625,0
run0227,det_h0-6,0.0213631,0.00383702,924.679,166.082,0
run0227,det_h0-7,2.15803e-07,2309.78,0.00934082,9.99763e+07,1
run0227,det_h1-0,0.00220329,0.000160238,95.3674,6.93576,1
run0227,det_h1-1,0.0184963,0.00949637,800.594,411.041,1
run0227,det_h1-2,0.00220329,0.000185509,95.3674,8.02957,1
run0227,det_h1-3,0.0289644,0.00165546,1253.7,71.6549,0
run0227,det_h1-4,0.00220329,8.95698e-05,95.3674,3.87694,1
run0228,det_h0-0,0.0045685,0.000864508,95.3674,18.0466,1
run0228,det_h0-1,0.0045685,0.000212249,95.3674,4.4307,1
run0228,det_h0-2,0.0588366,0.00262398,1228.21,54.7756,1
run0228,det_h0-3,0.00981799,0.00576617,204.95,120.369,0
run0228,det_h0-4,0.0045685,0.000507904,95.3674,10.6025,1
run0228,det_h0-5,0.0045685,0.000320162,95.3674,6.68338,1
run0228,det_h0-6,0.0199099,0.0109659,415.619,228.913,0
run0228,det_h0-7,0.112956,0.272471,2357.96,5687.84,0
run0228,det_h1-0,0.00665039,0.00658334,138.827,137.427,0
run0228,det_h1-1,0.00552619,0.00213249,115.359,44.5158,0
run0228,det_h1-2,0.0045685,0.00419131,95.3674,87.4937,1
run0228,det_h1-3,0.0167166,0.00494647,348.959,103.258,0
run0228,det_h1-4,0.0166137,0.00899378,346.811,187.745,0
run0229,det_h0-0,0.0020241,8.69938e-05,95.3674,4.0988,1
run0229,det_h0-1,0.0989277,0.00142422,4661.08,67.1038,1
run0229,det_h0-2,0.0020241,0.000211415,95.3674,9.96102,1
run0229,det_h0-3,0.0344247,0.0015453,1621.95,72.8085,0
run0229,det_h0-4,0.0020241,8.47388e-05,95.3674,3.99256,1
run0229,det_h0-5,0.0020241,0.000100605,95.3674,4.74008,1
run0229,det_h0-6,0.0020241,8.85527e-05,95.3674,4.17225,1
run0229,det_h0-7,7.06908e-12,2115.67,3.33067e-07,9.96817e+07,1
run0229,det_h1-0,2.22216,1474.3,104699,6.9463e+07,1
run0229,det_h1-1,0.0226472,0.00560032,1067.05,263.865,0
run0229,det_h1-2,0.0020241,0.000126373,95.3674,5.95419,1
run0229,det_h1-3,0.0153255,0.0025498,722.076,120.137,0
run0229,det_h1-4,0.0105668,0.00309159,497.865,145.663,0
run0230,det_h0-0,0.00852411,0.000996557,395.289,46.2133,0
run0230,det_h0-1,0.00739705,0.00117924,343.024,54.6848,0
run0230,det_h0-2,0.00205653,0.000248492,95.3674,11.5233,1
run0230,det_h0-3,0.00468911,0.00101935,217.448,47.2704,0
run0230,det_h0-4,0.00205653,0.000236558,95.3674,10.9699,1
run0230,det_h0-5,0.00205653,0.000115149,95.3674,5.3398,1
run0230,det_h0-6,0.00554126,0.000927295,256.965,43.0015,0
run0230,det_h0-7,0.0399424,0.600592,1852.25,27851.2,1
run0230,det_h1-0,0.00538383,0.000913265,249.664,42.3508,0
run0230,det_h1-1,0.00399387,0.00103745,185.208,48.1098,0
run0230,det_h1-2,0.0032495,0.00123715,150.689,57.3702,0
run0230,det_h1-3,0.00370648,0.0008919,171.881,41.3601,0
run0230,det_h1-4,0.00205653,8.49849e-05,95.3674,3.941,1
run0231,det_h0-0,0.00538073,0.00051123,2935.42,278.898,1
run0231,det_h0-1,0.0039708,0.00128697,2166.25,702.097,1
run0231,det_h0-2,0.00186091,3.00305e-05,1015.21,16.3829,1
run0231,det_h0-3,0.00378922,0.00040631,2067.19,221.66,1
run0231,det_h0-4,0.00202905,0.00048454,1106.94,264.338,1
run0231,det_h0-5,0.0045921,0.000487865,2505.19,266.152,0
run0231,det_h0-6,0.00410353,0.000848528,2238.66,462.909,0
run0231,det_h0-7,0.00289701,0.000775672,1580.44,423.163,1
run0231,det_h1-0,0.00355919,0.000930759,1941.69,507.77,0
run0231,det_h1-1,0.00460526,0.000307061,2512.37,167.515,1
run0231,det_h1-2,0.00166213,0.00107104,906.767,584.302,1
run0231,det_h1-3,0.00249181,0.00184762,1359.39,1007.96,1
run0231,det_h1-4,0.00598756,0.000631154,3266.48,344.322,0
run0232,det_h0-0,0.00109221,4.70769e-05,95.3674,4.11057,1
run0232,det_h0-1,0.00109221,3.92451e-05,95.3674,3.42673,1
run0232,det_h0-2,0.00109221,8.12323e-05,95.3674,7.09288,1
run0232,det_h0-3,0.00109221,0.00013611,95.3674,11.8846,1
run0232,det_h0-4,0.0433163,0.00101746,3782.21,88.8405,0
run0232,det_h0-5,0.0491194,0.00106016,4288.91,92.569,1
run0232,det_h0-6,0.0458555,0.00297503,4003.92,259.767,0
run0232,det_h0-7,0.0405477,0.00280527,3540.46,244.945,0
run0232,det_h1-0,0.0368888,0.00255026,3220.98,222.678,0
run0232,det_h1-1,0.0435722,0.00122996,3804.55,107.395,0
run0232,det_h1-2,0.00109221,6.57873e-05,95.3674,5.74429,1
run0232,det_h1-3,0.0022694,0.00288514,198.155,251.919,1
run0232,det_h1-4,0.00109221,4.42257e-05,95.3674,3.86161,1
run0233,det_h0-0,0.00264961,0.000264556,95.3674,9.52215,1
run0233,det_h0-1,0.00264961,0.000104478,95.3674,3.76049,1
run0233,det_h0-2,0.0342537,0.00708992,1232.89,255.188,0
run0233,det_h0-3,0.00264961,2558.11,95.3674,9.2074e+07,1
run0233,det_h0-4,0.102046,0.00229908,3672.94,82.751,0
run0233,det_h0-5,0.00136937,0.000896117,49.2876,32.2539,0
run0233,det_h0-6,0.112298,0.00439522,4041.96,158.197,0
run0233,det_h0-7,0.000758854,0.000771665,27.3134,27.7745,1
run0233,det_h1-0,0.00414503,0.00735518,149.192,264.735,0
run0233,det_h1-1,0.00264961,0.000188433,95.3674,6.78226,1
run0233,det_h1-2,0.00347381,0.00328239,125.033,118.143,0
run0233,det_h1-3,0.0035421,0.00155656,127.491,56.0253,0
run0233,det_h1-4,0.00264961,0.000105732,95.3674,3.80561,1
run0234,det_h0-0,0.0279405,0.000746478,3000.97,80.1762,0
run0234,det_h0-1,0.000887915,2.33918e-05,95.3674,2.51242,1
run0234,det_h0-2,0.000887915,8.35911e-05,95.3674,8.97819,1
run0234,det_h0-3,414.273,228.101,4.44954e+07,2.44994e+07,1
run0234,det_h0-4,0.00596938,0.0160994,641.147,1729.18,0
run0234,det_h0-5,0.000887915,4.26508e-05,95.3674,4.58095,1
run0234,det_h0-6,0.0279896,0.00429207,3006.26,460.994,1
run0234,det_h0-7,0.000887915,6.79979e-05,95.3674,7.30338,1
run0234,det_h1-0,0.0213469,0.000738524,2292.79,79.3219,0
run0234,det_h1-1,0.0178775,0.00417083,1920.15,447.972,0
run0234,det_h1-2,0.000887915,9.14485e-05,95.3674,9.82212,1
run0234,det_h1-3,0.00364205,0.00770417,391.178,827.474,0
run0234,det_h1-4,0.000887915,4.35084e-05,95.3674,4.67307,1
run0235,det_h0-0,0.00783853,0.00034333,2778.08,121.681,0
run0235,det_h0-1,0.00767824,0.000809549,2721.27,286.915,0
run0235,det_h0-2,0.00109402,0.000621578,387.734,220.295,0
run0235,det_h0-3,0.00529292,0.000877866,1875.88,311.127,0
run0235,det_h0-4,0.0063834,0.000380004,2262.36,134.678,0
run0235,det_h0-5,0.0054523,0.000939958,1932.37,333.133,0
run0235,det_h0-6,0.00645908,0.000337982,2289.18,119.785,0
run0235,det_h0-7,0.000269086,1.72868e-05,95.3674,6.12667,1
run0235,det_h1-0,0.000269086,8.83469e-06,95.3674,3.13113,1
run0235,det_h1-1,0.00570026,0.000544332,2020.25,192.918,0
run0235,det_h1-2,0.000269086,1.61785e-05,95.3674,5.73386,1
run0235,det_h1-3,0.000269086,6.79125e-06,95.3674,2.40691,1
run0235,det_h1-4,0.000269086,7.82032e-06,95.3674,2.77162,1
run0236,det_h0-0,0.00376308,0.00031655,1780.72,149.794,1
run0236,det_h0-1,0.00392322,0.000419966,1856.5,198.731,0
run0236,det_h0-2,0.00180941,0.000343627,856.227,162.607,0
run0236,det_h0-3,0.00323659,0.000650024,1531.58,307.597,1
run0236,det_h0-4,0.00222518,0.000783591,1052.97,370.801,0
run0236,det_h0-5,0.00370912,0.00073357,1755.18,347.131,0
run0236,det_h0-6,0.00355218,0.000484357,1680.92,229.202,1
run0236,det_h0-7,0.0030065,0.00080589,1422.7,381.354,1
run0236,det_h1-0,0.000201534,1.71046e-05,95.3674,8.09403,1
run0236,det_h1-1,0.00351856,0.000339744,1665.01,160.77,1
run0236,det_h1-2,0.00254885,0.000965923,1206.14,457.082,1
run0236,det_h1-3,0.0014587,0.000684615,690.267,323.965,1
run0236,det_h1-4,0.00387065,0.000510163,1831.62,241.413,0
run0237,det_h0-0,0.0027613,0.00030486,1572.05,173.562,0
run0237,det_h0-1,0.00271856,0.000793968,1547.72,452.019,1
run0237,det_h0-2,0.00114999,0.000438629,654.707,249.719,0
run0237,det_h0-3,0.00140652,0.000715599,800.754,407.402,1
run0237,det_h0-4,0.00168163,0.000655276,957.381,373.059,1
run0237,det_h0-5,0.00217324,0.000866828,1237.26,493.499,0
run0237,det_h0-6,0.00162753,0.000481062,926.579,273.876,0
run0237,det_h0-7,0.00133732,0.000399168,761.356,227.253,1
run0237,det_h1-0,0.000167512,2.66829e-05,95.3674,15.191,1
run0237,det_h1-1,0.00148296,0.00030914,844.274,175.998,0
run0237,det_h1-2,0.00105958,0.00036565,603.238,208.171,0
run0237,det_h1-3,0.00196304,0.00102756,1117.59,585.008,1
run0237,det_h1-4,0.00233497,0.000335485,1329.34,190.997,1
run0238,det_h0-0,0.00187843,0.000269728,1187.02,170.448,0
run0238,det_h0-1,0.0015131,0.00026985,956.16,170.524,0
run0238,det_h0-2,0.00078436,0.00111532,495.655,704.794,0
run0238,det_h0-3,0.00183052,0.00034149,1156.75,215.795,0
run0238,det_h0-4,0.00158844,0.000216932,1003.77,137.084,0
run0238,det_h0-5,0.00175852,0.000538924,1111.25,340.559,1
run0238,det_h0-6,0.000150916,1.24595e-05,95.3674,7.87342,1
run0238,det_h0-7,0.000532522,0.000427088,336.513,269.887,0
run0238,det_h1-0,0.00140899,0.000333605,890.373,210.813,1
run0238,det_h1-1,0.00131078,0.000255006,828.31,161.144,0
run0238,det_h1-2,0.00107669,0.000622507,680.386,393.376,0
run0238,det_h1-3,0.00129807,0.000963037,820.278,608.565,0
run0238,det_h1-4,0.00181337,0.000522759,1145.91,330.343,1
run0239,det_h0-0,0.00281103,0.000292122,1805.7,187.648,1
run0239,det_h0-1,0.00240336,0.000399969,1543.83,256.925,0
run0239,det_h0-2,0.000919907,0.000740391,590.914,475.599,1
run0239,det_h0-3,0.00197931,0.000466208,1271.43,299.475,1
run0239,det_h0-4,0.00222369,0.000416398,1428.42,267.479,1
run0239,det_h0-5,0.00287686,0.000843297,1847.99,541.703,0
run0239,det_h0-6,0.00196208,0.000335316,1260.37,215.395,1
run0239,det_h0-7,0.000819455,0.000314701,526.388,202.152,1
run0239,det_h1-0,0.00234107,0.000638202,1503.82,409.957,0
run0239,det_h1-1,0.00245414,0.000397582,1576.45,255.392,0
run0239,det_h1-2,0.000905642,0.000383523,581.751,246.361,0
run0239,det_h1-3,0.0023193,0.00136618,1489.83,877.583,0
run0239,det_h1-4,0.00307409,0.000402431,1974.68,258.507,0
run0240,det_h0-0,0.00341964,0.000550067,410.955,66.1043,0
run0240,det_h0-1,0.00634102,0.00103612,762.032,124.516,1
run0240,det_h0-2,0.000652429,0.000332206,78.4057,39.9229,0
run0240,det_h0-3,0.00197141,0.000429661,236.915,51.6345,0
run0240,det_h0-4,0.000283617,0.000161279,34.0837,19.3817,0
run0240,det_h0-5,0.0039082,0.00154195,469.667,185.304,0
run0240,det_h0-6,0.00182802,0.000516575,219.682,62.0794,0
run0240,det_h0-7,0.0021269,0.000730768,255.6,87.82,0
run0240,det_h1-0,0.00244093,0.000823254,293.338,98.9346,0
run0240,det_h1-1,0.0016515,0.000398801,198.469,47.9259,0
run0240,det_h1-2,0.000992697,0.000371083,119.297,44.5949,0
run0240,det_h1-3,0.070798,0.0104502,8508.15,1255.85,1
run0240,det_h1-4,0.00594122,0.00377818,713.986,454.042,1
run0241,det_h0-0,0.00438571,0.000935605,280.672,59.8759,0
run0241,det_h0-1,0.00546189,0.00278497,349.544,178.23,1
run0241,det_h0-2,0.002791,0.00116923,178.615,74.8274,0
run0241,det_h0-3,0.0022482,0.000618134,143.878,39.5587,1
run0241,det_h0-4,1.84019,1.30108,117767,83265.5,0
run0241,det_h0-5,0.00359481,0.00410147,230.057,262.482,0
run0241,det_h0-6,0.00638169,0.00149329,408.409,95.5658,0
run0241,det_h0-7,0.124281,0.00894515,7953.6,572.463,0
run0241,det_h1-0,0.00319515,0.000576761,204.48,36.911,0
run0241,det_h1-1,0.00459356,0.00089612,293.974,57.349,0
run0241,det_h1-2,0.0015144,0.000660453,96.9173,42.267,1
run0241,det_h1-3,0.00186588,0.000690714,119.411,44.2036,0
run0241,det_h1-4,0.000608002,0.000291536,38.9103,18.6574,1
run0242,det_h0-0,0.000788319,0.000261756,683.564,226.973,1
run0242,det_h0-1,0.000164355,7.11223e-05,142.515,61.6713,0
run0242,det_h0-2,0.000134228,0.000165315,116.391,143.347,1
run0242,det_h0-3,0.00151666,0.00201668,1315.12,1748.69,1
run0242,det_h0-4,0.000109982,8.52331e-06,95.3674,7.3907,1
run0242,det_h0-5,0.000110318,6.82379e-05,95.6584,59.1702,1
run0242,det_h0-6,0.000349602,0.000132487,303.145,114.882,0
run0242,det_h0-7,0.000626754,0.000292667,543.469,253.776,0
run0242,det_h1-0,0.000927138,0.000612642,803.936,531.232,0
run0242,det_h1-1,0.000885552,0.000355278,767.877,308.067,1
run0242,det_h1-2,0.000501047,0.00115168,434.466,998.644,0
run0242,det_h1-3,0.000550135,0.000278017,477.031,241.073,1
run0242,det_h1-4,0.00090617,0.00028373,785.754,246.027,0
run0243,det_h0-0,0.00109862,0.000230983,1072.08,225.403,1
run0243,det_h0-1,0.000884836,0.000266437,863.462,260.001,0
run0243,det_h0-2,0.00209782,0.000824711,2047.15,804.789,1
run0243,det_h0-3,0.000670741,0.00033117,654.538,323.17,1
run0243,det_h0-4,0.000850199,0.000262077,829.661,255.746,0
run0243,det_h0-5,0.000895964,0.000481316,874.321,469.689,1
run0243,det_h0-6,0.000785061,0.000321127,766.098,313.37,1
run0243,det_h0-7,0.000611439,0.000296108,596.669,288.956,0
run0243,det_h1-0,0.000298093,0.000141128,290.892,137.719,1
run0243,det_h1-1,0.00114833,0.000407891,1120.59,398.038,0
run0243,det_h1-2,0.000164214,0.00020304,160.247,198.136,0
run0243,det_h1-3,0.00057274,0.00021381,558.905,208.646,1
run0243,det_h1-4,0.000724813,0.0002284,707.305,222.882,0
run0256,det_h0-0,0.000457087,0.000133867,314.897,92.2237,0
run0256,det_h0-1,0.000493516,0.000143404,339.994,98.7941,0
run0256,det_h0-2,0.00356612,0.000852596,2456.78,587.372,1
run0256,det_h0-3,0.000428328,0.000219611,295.084,151.295,0
run0256,det_h0-4,0.000546952,0.000190217,376.808,131.045,1
run0256,det_h0-5,0.0005982,0.000745312,412.113,513.462,1
run0256,det_h0-6,0.000656514,0.000330979,452.287,228.019,1
run0256,det_h0-7,0.000488798,0.00114035,336.744,785.612,0
run0256,det_h1-0,0.000336506,0.00016535,231.827,113.913,1
run0256,det_h1-1,0.000329422,0.000156813,226.946,108.032,0
run0256,det_h1-2,0.000125724,5.89715e-05,86.6138,40.6268,0
run0256,det_h1-3,0.00136743,0.000465585,942.05,320.752,1
run0256,det_h1-4,0.000660985,0.000516982,455.367,356.16,0
run0257,det_h0-0,0.000142564,2.14085e-05,95.3674,14.3211,1
run0257,det_h0-1,0.000257291,0.000271588,172.113,181.677,1
run0257,det_h0-2,0.000486936,0.000416033,325.732,278.302,0
run0257,det_h0-3,0.000242929,0.00036132,162.506,241.702,1
run0257,det_h0-4,0.000317358,0.000574776,212.294,384.492,1
run0257,det_h0-5,0.000716879,0.000564435,479.551,377.575,1
run0257,det_h0-6,0.000688162,0.000382791,460.341,256.065,1
run0257,det_h0-7,0.000189194,0.000150883,126.56,100.932,0
run0257,det_h1-0,0.000142564,1.97896e-05,95.3674,13.2381,1
run0257,det_h1-1,9.48209e-05,6.33724e-05,63.4298,42.3925,0
run0257,det_h1-2,0.00229742,0.00216629,1536.84,1449.12,1
run0257,det_h1-3,0.00124816,0.000730277,834.948,488.514,1
run0257,det_h1-4,0.0023109,0.00046013,1545.86,307.801,1
run0258,det_h0-0,0.000977535,0.000301848,501.184,154.758,0
run0258,det_h0-1,0.000186009,6.8601e-06,95.3674,3.51719,1
run0258,det_h0-2,0.000281966,0.000259337,144.565,132.963,0
run0258,det_h0-3,0.000561978,0.00040465,288.127,207.465,0
run0258,det_h0-4,0.00363752,0.00132513,1864.96,679.398,1
run0258,det_h0-5,0.000212643,0.000158369,109.022,81.1964,1
run0258,det_h0-6,0.000186009,2.59107e-05,95.3674,13.2844,1
run0258,det_h0-7,0.000315148,0.000196556,161.577,100.775,1
run0258,det_h1-0,0.000443721,0.0004244,227.497,217.591,0
run0258,det_h1-1,0.000204461,0.000155936,104.828,79.9486,0
run0258,det_h1-2,0.00164212,0.000621643,841.918,318.717,0
run0258,det_h1-3,0.00542289,0.00211128,2780.32,1082.46,1
run0258,det_h1-4,0.000540804,0.000145278,277.271,74.4845,0
run0259,det_h0-0,0.00070764,0.000484404,563.746,385.904,1
run0259,det_h0-1,0.00082143,0.000267803,654.398,213.347,1
run0259,det_h0-2,0.000586786,0.00021336,467.467,169.975,0
run0259,det_h0-3,0.000263757,0.000199628,210.124,159.035,1
run0259,det_h0-4,0.000552448,0.000222792,440.111,177.488,1
run0259,det_h0-5,0.00171042,0.000329353,1362.62,262.382,1
run0259,det_h0-6,0.000663214,0.000737311,528.354,587.384,0
run0259,det_h0-7,0.000608887,0.000338423,485.074,269.607,1
run0259,det_h1-0,0.000830019,0.000760412,661.24,605.788,1
run0259,det_h1-1,0.0020453,0.00108277,1629.4,862.593,0
run0259,det_h1-2,9.9331e-05,0.000374951,79.1327,298.707,0
run0259,det_h1-3,0.00151516,0.00164085,1207.06,1307.2,0
run0259,det_h1-4,0.00091396,0.000255222,728.113,203.324,1
run0260,det_h0-0,0.00844066,0.000393985,5652.74,263.853,0
run0260,det_h0-1,0.00806081,0.000582788,5398.35,390.295,0
run0260,det_h0-2,0.0023795,0.000588116,1593.56,393.864,1
run0260,det_h0-3,0.00696141,0.000564462,4662.08,378.023,1
run0260,det_h0-4,0.00760278,0.000518756,5091.61,347.413,0
run0260,det_h0-5,0.0112551,2.30694e-05,7537.58,15.4496,1
run0260,det_h0-6,0.00692105,0.000602945,4635.06,403.795,0
run0260,det_h0-7,0.00726971,0.000735959,4868.55,492.875,0
run0260,det_h1-0,0.0068016,0.000558947,4555.06,374.329,1
run0260,det_h1-1,0.00662542,0.000493959,4437.07,330.806,0
run0260,det_h1-2,0.000142402,6.15056e-06,95.3674,4.11905,1
run0260,det_h1-3,0.00743594,0.00160057,4979.88,1071.91,0
run0260,det_h1-4,0.0087375,0.000560138,5851.54,375.126,0
run0261,det_h0-0,0.00974861,0.000332035,8448.41,287.751,0
run0261,det_h0-1,0.0157442,5.26637e-05,13644.4,45.6398,1
run0261,det_h0-2,0.00390181,0.000560729,3381.41,485.943,0
run0261,det_h0-3,0.00835125,0.000428314,7237.42,371.188,0
run0261,det_h0-4,0.00729225,0.000554951,6319.66,480.935,0
run0261,det_h0-5,0.00724544,0.00103495,6279.1,896.919,1
run0261,det_h0-6,0.00819237,0.000831925,7099.72,720.969,0
run0261,det_h0-7,0.00739965,0.000586156,6412.74,507.978,0
run0261,det_h1-0,0.00766918,0.000482432,6646.32,418.088,0
run0261,det_h1-1,0.00724667,0.000349211,6280.16,302.636,0
run0261,det_h1-2,0.000110044,7.20187e-06,95.3674,6.24134,1
run0261,det_h1-3,0.0103826,0.000846543,8997.87,733.637,0
run0261,det_h1-4,0.0100848,0.000450648,8739.73,390.544,0
run0262,det_h0-0,0.0116878,0.000577506,7067.19,349.198,0
run0262,det_h0-1,0.0103886,0.000537252,6281.62,324.858,1
run0262,det_h0-2,0.00502018,0.000437365,3035.53,264.46,0
run0262,det_h0-3,0.00863215,0.00075323,5219.57,455.452,0
run0262,det_h0-4,0.00765137,0.000914394,4626.53,552.903,1
run0262,det_h0-5,0.00819031,0.00172222,4952.4,1041.37,0
run0262,det_h0-6,0.00979379,0.000649023,5921.97,392.442,0
run0262,det_h0-7,0.00806984,0.00123418,4879.56,746.265,0
run0262,det_h1-0,0.0140787,4.08873e-05,8512.93,24.7231,1
run0262,det_h1-1,0.00827615,0.000483432,5004.31,292.315,1
run0262,det_h1-2,0.000157719,1.23961e-05,95.3674,7.49552,1
run0262,det_h1-3,0.0103619,0.000774363,6265.49,468.231,0
run0262,det_h1-4,0.0204269,3.42979e-05,12351.5,20.7387,1
run0263,det_h0-0,0.00322823,0.000333409,2912.71,300.822,0
run0263,det_h0-1,0.00341949,0.000495661,3085.27,447.216,0
run0263,det_h0-2,0.000105698,2.3981e-06,95.3674,2.16371,1
run0263,det_h0-3,0.00365123,0.000575765,3294.37,519.49,1
run0263,det_h0-4,0.00326954,0.000741641,2949.98,669.154,0
run0263,det_h0-5,0.00365136,0.00111636,3294.48,1007.25,0
run0263,det_h0-6,0.00300947,0.000473966,2715.33,427.641,0
run0263,det_h0-7,0.00272364,0.000492271,2457.44,444.157,1
run0263,det_h1-0,0.00284192,0.000416092,2564.16,375.424,0
run0263,det_h1-1,0.00215029,0.000353416,1940.12,318.874,1
run0263,det_h1-2,0.00128779,0.000745277,1161.92,672.435,0
run0263,det_h1-3,0.00333648,0.000859984,3010.38,775.931,0
run0263,det_h1-4,0.0035842,0.000386367,3233.88,348.605,0
run0264,det_h0-0,0.00470094,0.000510603,2893.32,314.264,1
run0264,det_h0-1,0.00348866,0.000414751,2147.19,255.27,0
run0264,det_h0-2,0.00224759,0.000629716,1383.34,387.576,0
run0264,det_h0-3,0.000154949,6.47188e-06,95.3674,3.98329,1
run0264,det_h0-4,0.00282202,0.000592948,1736.89,364.946,0
run0264,det_h0-5,0.00332357,0.000768864,2045.58,473.218,1
run0264,det_h0-6,0.00354814,0.000394284,2183.8,242.672,0
run0264,det_h0-7,0.000154949,5.4863e-06,95.3674,3.37669,1
run0264,det_h1-0,0.000154949,5.34089e-06,95.3674,3.28719,1
run0264,det_h1-1,0.00318868,0.000408532,1962.56,251.442,0
run0264,det_h1-2,0.0033929,0.00222915,2088.25,1371.99,0
run0264,det_h1-3,0.00633377,0.00281518,3898.29,1732.68,0
run0264,det_h1-4,0.000154949,5.07329e-06,95.3674,3.1225,1
run0265,det_h0-0,0.00577074,0.000505268,3100.28,271.451,0
run0265,det_h0-1,0.00459812,0.000581543,2470.3,312.429,0
run0265,det_h0-2,0.0025521,0.000567634,1371.09,304.956,0
run0265,det_h0-3,0.000177513,1.12274e-05,95.3674,6.03181,1
run0265,det_h0-4,0.000177513,6.88191e-06,95.3674,3.69724,1
run0265,det_h0-5,0.000177513,8.70762e-06,95.3674,4.67809,1
run0265,det_h0-6,0.00384872,0.000580396,2067.69,311.812,0
run0265,det_h0-7,0.00451939,0.000615248,2428,330.536,0
run0265,det_h1-0,0.00371237,0.000531086,1994.44,285.321,0
run0265,det_h1-1,0.0033305,0.000513122,1789.28,275.67,0
run0265,det_h1-2,0.00229731,0.00108847,1234.21,584.771,0
run0265,det_h1-3,0.00452018,0.000782526,2428.42,420.405,0
run0265,det_h1-4,0.000177513,6.76437e-06,95.3674,3.6341,1
run0266,det_h0-0,0.0059461,0.000472329,2389.24,189.789,1
run0266,det_h0-1,0.00517899,0.00059959,2081,240.925,0
run0266,det_h0-2,0.00272102,0.000701741,1093.35,281.971,0
run0266,det_h0-3,0.000237341,7.33082e-06,95.3674,2.94564,1
run0266,det_h0-4,0.00393204,0.000473022,1579.96,190.068,1
run0266,det_h0-5,0.00745385,0.00236684,2995.08,951.035,0
run0266,det_h0-6,0.000237341,6.53595e-06,95.3674,2.62625,1
run0266,det_h0-7,0.00370745,0.000580148,1489.71,233.113,1
run0266,det_h1-0,0.00448554,0.000382776,1802.36,153.806,0
run0266,det_h1-1,0.00412481,0.000408425,1657.41,164.112,0
run0266,det_h1-2,0.00165722,0.00123929,665.896,497.966,0
run0266,det_h1-3,0.00702569,0.00135258,2823.03,543.488,0
run0266,det_h1-4,0.0061614,0.000666093,2475.75,267.647,0
run0267,det_h0-0,0.0104503,0.000552665,3211.49,169.84,0
run0267,det_h0-1,0.00930027,0.000636539,2858.09,195.616,0
run0267,det_h0-2,0.00430055,0.000681362,1321.61,209.391,0
run0267,det_h0-3,0.0072401,6.85722e-05,2224.97,21.0731,1
run0267,det_h0-4,0.00753469,0.000776887,2315.5,238.747,0
run0267,det_h0-5,0.00674456,0.000867773,2072.68,266.677,0
run0267,det_h0-6,0.00962712,0.000675156,2958.53,207.484,0
run0267,det_h0-7,0.00679639,0.000811911,2088.61,249.51,0
run0267,det_h1-0,0.00725009,0.000960482,2228.04,295.168,0
run0267,det_h1-1,0.00707263,0.000614171,2173.5,188.742,0
run0267,det_h1-2,0.00246495,0.00110086,757.509,338.309,0
run0267,det_h1-3,0.00957537,0.00144404,2942.63,443.772,0
run0267,det_h1-4,0.00829824,0.000771657,2550.15,237.14,0
run0268,det_h0-0,0.0233515,0.00130618,6239.12,348.989,0
run0268,det_h0-1,0.0229415,0.000822798,6129.59,219.838,0
run0268,det_h0-2,0.0105385,0.000709731,2815.71,189.628,0
run0268,det_h0-3,0.0202509,0.000992271,5410.69,265.118,0
run0268,det_h0-4,0.0187528,0.000715858,5010.43,191.265,0
run0268,det_h0-5,0.0182404,0.00158243,4873.52,422.798,0
run0268,det_h0-6,0.000356937,9.35695e-06,95.3674,2.50002,1
run0268,det_h0-7,0.000356937,1.26696e-05,95.3674,3.38511,1
run0268,det_h1-0,0.0177601,0.00225245,4745.2,601.815,1
run0268,det_h1-1,0.0173017,0.00118933,4622.72,317.77,0
