Run,Detector,Yield,Yield err,Area,Area err,Time,Fit Status,a,b,sig1,X2NDF,Linear,Offset,Q_int
run0179,det_h0-4,3.18406e-05,0.000291149,2.35712,21.5535,67.955,0,0,0,13.9648,0.359282,0.00175177,-2.45627,74029
run0179,det_h0-5,0.000133281,0.000162769,9.86664,12.0496,67.955,0,0,0,12.5855,0.29813,-0.00067154,2.73097,74029
run0179,det_h0-6,0.000272859,0.00021017,20.1995,15.5587,67.955,0,0,0,13.1415,0.380086,0.0036399,-6.78352,74029
run0179,det_h0-7,0.000114263,0.000153834,8.45874,11.3882,67.955,0,0,0,8.97639,0.425325,0.00402189,-7.4571,74029
run0179,det_h1-0,0.000178813,0.000124947,13.2373,9.24968,67.955,0,0,0,7,0.453029,0.00399681,-7.36013,74029
run0179,det_h1-1,0.000191909,0.000267387,14.2068,19.7944,67.955,0,0,0,12.056,0.29332,0.00174238,-2.6335,74029
run0179,det_h1-2,2.05236e-12,0.000839311,1.51934e-07,62.1334,67.955,0,0,0,11.1122,0.320726,0.00124954,-1.46941,74029
run0179,det_h1-3,9.8917e-05,0.00014064,7.32272,10.4114,67.955,0,0,0,7,0.283119,0.00120696,-1.41371,74029
run0179,det_h1-4,8.65757e-05,0.000127342,6.40911,9.42699,67.955,0,0,0,7,0.358456,0.000577806,0.161183,74029
run0180,det_h0-0,0.000291161,0.00021759,20.4162,15.2574,65.797,0,0,0,14,0.430258,-0.00117437,3.87104,70120
run0180,det_h0-1,0.000224625,0.000205585,15.7507,14.4156,65.797,0,0,0,14,0.397275,-0.00247947,6.82059,70120
run0180,det_h0-2,0.000118536,0.000180664,8.31171,12.6681,65.797,0,0,0,9.70994,0.265049,0.00148138,-2.09096,70120
run0180,det_h0-3,9.31506e-11,0.000288707,6.53172e-06,20.2441,65.797,0,0,0,12.8099,0.243772,0.00261632,-4.4977,70120
run0180,det_h0-4,4.91742e-05,0.000223117,3.44809,15.6449,65.797,0,0,0,14,0.284859,0.0010607,-1.15185,70120
run0180,det_h0-5,6.09741e-05,0.000217236,4.2755,15.2326,65.797,0,0,0,12.8632,0.412431,0.00203853,-2.95035,70120
run0180,det_h0-6,0.000286892,0.00196801,20.1168,137.997,65.797,0,0,0,11.9275,0.490733,0.00071198,-0.320987,70120
run0180,det_h0-7,0.000165811,0.000202805,11.6267,14.2207,65.797,0,0,0,14,0.391265,0.00174468,-2.57461,70120
run0180,det_h1-0,0.000434501,0.00020843,30.4672,14.6151,65.797,0,0,0,14,0.501824,0.000201481,0.756393,70120
run0180,det_h1-1,5.35077e-05,2.7624e-05,3.75196,1.937,65.797,0,0,0,13.9852,0.3081,0.00368776,-6.86981,70120
run0180,det_h1-2,7.45668e-05,0.000140075,5.22862,9.82208,65.797,0,0,0,7,0.237908,-0.000799443,2.91453,70120
run0180,det_h1-3,8.73332e-05,0.000172138,6.1238,12.0703,65.797,0,0,0,7,0.350628,0.00127022,-1.51695,70120
run0180,det_h1-4,0.000256714,0.000209063,18.0008,14.6595,65.797,0,0,0,14,0.312991,0.000998403,-0.993883,70120
run0181,det_h0-0,0.000102553,0.000210109,8.6494,17.7208,77.8421,1,0,0,12.7153,0.609014,-0.00414107,10.4999,84341
run0181,det_h0-1,0.000139427,0.00022273,11.7594,18.7853,77.8421,0,0,0,13.5213,0.378694,0.000895825,-0.615478,84341
run0181,det_h0-2,7.2057e-12,0.00102613,6.07736e-07,86.5448,77.8421,0,0,0,12.6205,0.36819,-0.00164673,4.9482,84341
run0181,det_h0-3,0.000119597,0.000162758,10.087,13.7271,77.8421,0,0,0,14,0.46208,-0.00182202,5.47158,84341
run0181,det_h0-4,0.000196214,0.000105495,16.5489,8.89757,77.8421,0,0,0,7,0.414215,0.00079694,-0.501926,84341
run0181,det_h0-5,4.24178e-05,0.000115937,3.57756,9.77826,77.8421,0,0,0,7,0.595381,0.00576568,-11.2222,84341
run0181,det_h0-6,0.000216189,0.000114245,18.2336,9.63551,77.8421,1,0,0,7,0.65136,0.00232735,-3.61581,84341
run0181,det_h0-7,0.000123643,0.000104479,10.4281,8.81187,77.8421,0,0,0,7,0.383144,0.00349998,-6.26185,84341
run0181,det_h1-0,0.000546063,0.000190052,46.0555,16.0292,77.8421,0,0,0,14,0.521861,-0.000784482,2.98918,84341
run0181,det_h1-1,0.000148361,0.000273947,12.5129,23.105,77.8421,0,0,0,10.853,0.44772,0.00128503,-1.56503,84341
run0181,det_h1-2,4.93434e-12,0.00026417,4.16167e-07,22.2803,77.8421,0,0,0,12.7275,0.359143,0.0036812,-6.78653,84341
run0181,det_h1-3,0,0.000128502,0,10.838,77.8421,0,0,0,13.5858,0.35688,-0.000609818,2.72167,84341
run0181,det_h1-4,0.00048112,0.000201053,40.5781,16.957,77.8421,0,0,0,14,0.39421,0.00129927,-1.59911,84341
run0183,det_h0-0,6.09715e-05,0.000537951,2.71092,23.9184,42.8977,0,0,0,13.1827,0.276302,0.00201159,-3.14438,44462
run0183,det_h0-1,0.000211554,0.00019797,9.40612,8.80212,42.8977,0,0,0,7,0.220688,-5.13197e-05,1.30047,44462
run0183,det_h0-2,1.76457e-10,0.000611465,7.84561e-06,27.1869,42.8977,0,0,0,12.6918,0.351589,-0.00176046,5.20193,44462
run0183,det_h0-3,0.000538392,0.000348654,23.938,15.5019,42.8977,0,0,0,11.8846,0.313013,0.00150158,-2.11608,44462
run0183,det_h0-4,4.48398e-05,0.000470386,1.99367,20.9143,42.8977,0,0,0,13.9453,0.43602,-0.000268825,1.98821,44462
run0183,det_h0-5,0.000241594,0.000228129,10.7417,10.1431,42.8977,0,0,0,7,0.347651,0.00185019,-2.83907,44462
run0183,det_h0-6,0.000576761,0.000213912,25.6439,9.51094,42.8977,0,0,0,7,0.403677,-0.00120881,3.93696,44462
run0183,det_h0-7,0.00034331,0.00226375,15.2643,100.651,42.8977,0,0,0,12.1749,0.345267,0.00194214,-3.06542,44462
run0183,det_h1-0,0.000403712,0.000300657,17.9498,13.3678,42.8977,0,0,0,7.85269,0.219455,-0.000991672,3.39446,44462
run0183,det_h1-1,9.82438e-05,0.000295575,4.36811,13.1418,42.8977,0,0,0,14,0.295276,0.000678624,-0.246498,44462
run0183,det_h1-2,8.97556e-05,0.000228407,3.99071,10.1554,42.8977,0,0,0,7,0.154474,0.000684285,-0.36218,44462
run0183,det_h1-3,0.000222423,0.000301433,9.88937,13.4023,42.8977,0,0,0,9.6588,0.231251,0.000497972,0.00790119,44462
run0183,det_h1-4,0.000152918,0.000200458,6.79905,8.91274,42.8977,0,0,0,7,0.243839,0.000674183,-0.263029,44462
