,a0,a0err,fitOrder,splineX,splineY
2.5397,7.68295252340878e-21,1.8688075290027358e-22,4,2.5397,7.68295252340878e-21
2.5401,8.439041067285897e-21,2.0526222978330456e-22,4,2.5401,8.439041067285897e-21
2.5405,9.263699527518351e-21,2.253088678432416e-22,4,2.5405,9.263699527518351e-21
2.541,1.0162995103573713e-20,2.471699410197431e-22,4,2.541,1.0162995103573713e-20
2.5414,1.1142743598798158e-20,2.7098549599017976e-22,4,2.5414,1.1142743598798158e-20
2.5418,1.2209499789255624e-20,2.969137294495019e-22,4,2.5418,1.2209499789255624e-20
2.5423,1.3370926885957908e-20,3.251427853562444e-22,4,2.5423,1.3370926885957908e-20
2.5427,1.463400661351723e-20,3.5584104844325406e-22,4,2.5427,1.463400661351723e-20
2.5431,1.600747922933775e-20,3.892207053266803e-22,4,2.5431,1.600747922933775e-20
2.5435,1.7499545955504156e-20,4.254798089954585e-22,4,2.5435,1.7499545955504156e-20
2.544,1.9120201333718966e-20,4.648649359006616e-22,4,2.544,1.9120201333718966e-20
2.5444,2.0879156340431935e-20,5.076065877603455e-22,4,2.5444,2.0879156340431935e-20
2.5448,2.2787674165865287e-20,5.539814211994373e-22,4,2.5448,2.2787674165865287e-20
2.5453,2.4857083596751166e-20,6.042618961644041e-22,4,2.5453,2.4857083596751166e-20
2.5457,2.7099445076280278e-20,6.587441615826532e-22,4,2.5457,2.7099445076280278e-20
2.5461,2.952867134334446e-20,7.177636147128357e-22,4,2.5461,2.952867134334446e-20
2.5465,3.2158181839406815e-20,7.81648091612854e-22,4,2.5465,3.2158181839406815e-20
2.547,3.500412965317593e-20,8.507867438311952e-22,4,2.547,3.500412965317593e-20
2.5474,3.8082125263866637e-20,9.255572627185325e-22,4,2.5474,3.8082125263866637e-20
2.5478,4.1409617343258196e-20,1.0063889009367427e-21,4,2.5478,4.1409617343258196e-20
2.5482,4.500484969199362e-20,1.0937144474233097e-21,4,2.5482,4.500484969199362e-20
2.5487,4.8887699528077854e-20,1.1880292985225962e-21,4,2.5487,4.8887699528077854e-20
2.5491,5.3079648089401955e-20,1.2898455813116188e-21,4,2.5491,5.3079648089401955e-20
2.5495,5.760239747821426e-20,1.399689920971394e-21,4,2.5495,5.760239747821426e-20
2.55,6.24803699572391e-20,1.518159806141485e-21,4,2.55,6.24803699572391e-20
2.5504,6.773896969842562e-20,1.6458670494016364e-21,4,2.5504,6.773896969842562e-20
2.5508,7.340532540636144e-20,1.783465045966847e-21,4,2.5508,7.340532540636144e-20
2.5512,7.950809132236103e-20,1.9316717802949066e-21,4,2.5512,7.950809132236103e-20
2.5517,8.607722211047595e-20,2.0911740483342644e-21,4,2.5517,8.607722211047595e-20
2.5521,9.314675088209152e-20,2.262827814032429e-21,4,2.5521,9.314675088209152e-20
2.5525,1.0075259655900853e-19,2.447517159545341e-21,4,2.5525,1.0075259655900853e-19
2.553,1.0892840082510467e-19,2.64602741616276e-21,4,2.553,1.0892840082510467e-19
2.5534,1.177148597976436e-19,2.8593444863326973e-21,4,2.5534,1.177148597976436e-19
2.5538,1.2715232395200976e-19,3.0884721988711595e-21,4,2.5538,1.2715232395200976e-19
2.5542,1.372894055506193e-19,3.3345578932560295e-21,4,2.5542,1.372894055506193e-19
2.5547,1.4816961666891207e-19,3.598685674679388e-21,4,2.5547,1.4816961666891207e-19
2.5551,1.5983763529115587e-19,3.881928734515544e-21,4,2.5551,1.5983763529115587e-19
2.5555,1.7235492110211066e-19,4.185755020429693e-21,4,2.5555,1.7235492110211066e-19
2.556,1.8577570295109026e-19,4.511533299701945e-21,4,2.556,1.8577570295109026e-19
2.5564,2.0015336380017844e-19,4.860551829438608e-21,4,2.5564,2.0015336380017844e-19
2.5568,2.1555751198946395e-19,5.234547548413247e-21,4,2.5568,2.1555751198946395e-19
2.5572,2.3206040763709435e-19,5.634720487087841e-21,4,2.5572,2.3206040763709435e-19
2.5577,2.4970914004977037e-19,6.0631272405027515e-21,4,2.5577,2.4970914004977037e-19
2.5581,2.686014208361689e-19,6.5216179595359986e-21,4,2.5581,2.686014208361689e-19
2.5585,2.888013471998715e-19,7.011829281350664e-21,4,2.5585,2.888013471998715e-19
2.559,3.104019558157313e-19,7.536021879345369e-21,4,2.559,3.104019558157313e-19
2.5594,3.334876713576848e-19,8.096221993035146e-21,4,2.5594,3.334876713576848e-19
2.5598,3.581514788036033e-19,8.694669701473425e-21,4,2.5598,3.581514788036033e-19
2.5602,3.844895059120217e-19,9.33375119810051e-21,4,2.5602,3.844895059120217e-19
2.5607,4.1261069513640993e-19,1.0016058335157442e-20,4,2.5607,4.1261069513640993e-19
2.5611,4.426200930097417e-19,1.0744140033363199e-20,4,2.5611,4.426200930097417e-19
2.5615,4.746307908818644e-19,1.1520782701252592e-20,4,2.5615,4.746307908818644e-19
2.562,5.087724500658541e-19,1.2349057100222907e-20,4,2.562,5.087724500658541e-19
2.5624,5.451678887717354e-19,1.3231970265747139e-20,4,2.5624,5.451678887717354e-19
2.5628,5.839572363285447e-19,1.4172945080444848e-20,4,2.5628,5.839572363285447e-19
2.5632,6.252779969258763e-19,1.517529990984677e-20,4,2.5632,6.252779969258763e-19
2.5637,6.6928369882825565e-19,1.624275362544035e-20,4,2.5637,6.6928369882825565e-19
2.5641,7.161335782873256e-19,1.7379128946831137e-20,4,2.5641,7.161335782873256e-19
2.5645,7.659904587326242e-19,1.8588404010296698e-20,4,2.5645,7.659904587326242e-19
2.565,8.190347471767692e-19,1.987492524216215e-20,4,2.565,8.190347471767692e-19
2.5654,8.754631200519753e-19,2.124364556941846e-20,4,2.5654,8.754631200519753e-19
2.5658,9.354368049835816e-19,2.2698035646458923e-20,4,2.5658,9.354368049835816e-19
2.5662,9.99220502773774e-19,2.424506243866336e-20,4,2.5662,9.99220502773774e-19
2.5667,1.066945628345566e-18,2.5887360537455614e-20,4,2.5667,1.066945628345566e-18
2.5671,1.138907830136997e-18,2.7632464144629455e-20,4,2.5671,1.138907830136997e-18
2.5675,1.21531912886223e-18,2.948543888453939e-20,4,2.5675,1.21531912886223e-18
2.568,1.2964244891211556e-18,3.145201564209382e-20,4,2.568,1.2964244891211556e-18
2.5684,1.3824898328737028e-18,3.3538975884321423e-20,4,2.5684,1.3824898328737028e-18
2.5688,1.4738090503091037e-18,3.575322205377378e-20,4,2.5688,1.4738090503091037e-18
2.5692,1.5706409521950695e-18,3.8100931846814266e-20,4,2.5692,1.5706409521950695e-18
2.5697,1.67337212829973e-18,4.059176298220352e-20,4,2.5697,1.67337212829973e-18
2.5701,1.7821691128193065e-18,4.3229506016849134e-20,4,2.5701,1.7821691128193065e-18
2.5705,1.8974959096185164e-18,4.6025452318421154e-20,4,2.5705,1.8974959096185164e-18
2.571,2.019662469464031e-18,4.8987205194307925e-20,4,2.571,2.019662469464031e-18
2.5714,2.1490449533225177e-18,5.212365677370983e-20,4,2.5714,2.1490449533225177e-18
2.5718,2.2860527489108004e-18,5.544508740464853e-20,4,2.5718,2.2860527489108004e-18
2.5722,2.4310075119050757e-18,5.895877020897844e-20,4,2.5722,2.4310075119050757e-18
2.5727,2.584433513786e-18,6.267781811180786e-20,4,2.5727,2.584433513786e-18
2.5731,2.746675236728601e-18,6.661040054412571e-20,4,2.5731,2.746675236728601e-18
2.5735,2.9182970635513683e-18,7.077018247025335e-20,4,2.5735,2.9182970635513683e-18
2.574,3.099692631040142e-18,7.516691590841958e-20,4,2.574,3.099692631040142e-18
2.5744,3.2914866548894905e-18,7.981549053196394e-20,4,2.5744,3.2914866548894905e-18
2.5748,3.494076660338816e-18,8.472534344198083e-20,4,2.5748,3.494076660338816e-18
2.5752,3.70815684106358e-18,8.991340293740872e-20,4,2.5752,3.70815684106358e-18
2.5757,3.9341797112394824e-18,9.539137335868838e-20,4,2.5757,3.9341797112394824e-18
2.5761,4.172875096272451e-18,1.0117560962359403e-19,4,2.5761,4.172875096272451e-18
2.5765,4.424791341819932e-18,1.0728001896682929e-19,4,2.5765,4.424791341819932e-18
2.577,4.690639643010125e-18,1.1372236795265147e-19,4,2.577,4.690639643010125e-18
2.5774,4.971070197088626e-18,1.2051801152683964e-19,4,2.5774,4.971070197088626e-18
2.5778,5.2669109917912175e-18,1.2768603347353136e-19,4,2.5778,5.2669109917912175e-18
2.5782,5.578829246115375e-18,1.352439493995716e-19,4,2.5782,5.578829246115375e-18
2.5787,5.907653580154955e-18,1.4321107423431264e-19,4,2.5787,5.907653580154955e-18
2.5791,6.2542528498547154e-18,1.5160889882174077e-19,4,2.5791,6.2542528498547154e-18
2.5795,6.619384684767952e-18,1.6045524513064565e-19,4,2.5795,6.619384684767952e-18
2.58,7.004044265667475e-18,1.697742788435103e-19,4,2.58,7.004044265667475e-18
2.5804,7.409193561177468e-18,1.7959032885649953e-19,4,2.5804,7.409193561177468e-18
2.5808,7.835738157011666e-18,1.8992312670472273e-19,4,2.5808,7.835738157011666e-18
2.5812,8.284786373023781e-18,2.0080218275347169e-19,4,2.5812,8.284786373023781e-18
2.5817,8.757273913201078e-18,2.122463303210104e-19,4,2.5817,8.757273913201078e-18
2.5821,9.254416577726645e-18,2.2428892627130307e-19,4,2.5821,9.254416577726645e-18
2.5825,9.777365608047298e-18,2.3695615514966514e-19,4,2.5825,9.777365608047298e-18
2.583,1.0327346174141246e-17,2.5027783594288587e-19,4,2.583,1.0327346174141246e-17
2.5834,1.0905848747565737e-17,2.642909075358418e-19,4,2.5834,1.0905848747565737e-17
2.5838,1.1513575239445158e-17,2.7900942319080705e-19,4,2.5838,1.1513575239445158e-17
2.5842,1.2152578655910295e-17,2.944869680881717e-19,4,2.5842,1.2152578655910295e-17
2.5847,1.2823573829474703e-17,3.1073732202177434e-19,4,2.5847,1.2823573829474703e-17
2.5851,1.3528967069470044e-17,3.2782150944988906e-19,4,2.5851,1.3528967069470044e-17
2.5855,1.4269726054140633e-17,3.4576078447481663e-19,4,2.5855,1.4269726054140633e-17
2.586,1.504717606589085e-17,3.645908359573063e-19,4,2.586,1.504717606589085e-17
2.5864,1.586335440159656e-17,3.843547815507917e-19,4,2.5864,1.586335440159656e-17
2.5868,1.672023256823313e-17,4.051063208181847e-19,4,2.5868,1.672023256823313e-17
2.5872,1.761913163543746e-17,4.268718807371376e-19,4,2.5872,1.761913163543746e-17
2.5877,1.8562506116042893e-17,4.497176118719634e-19,4,2.5877,1.8562506116042893e-17
2.5881,1.9551903850748234e-17,4.736745852007668e-19,4,2.5881,1.9551903850748234e-17
2.5885,2.0589202568606365e-17,4.987960480185664e-19,4,2.5885,2.0589202568606365e-17
2.589,2.167687184975967e-17,5.251449293867089e-19,4,2.589,2.167687184975967e-17
2.5894,2.2819798350389427e-17,5.527748312431474e-19,4,2.5894,2.2819798350389427e-17
2.5898,2.4013174859887758e-17,5.816737523170222e-19,4,2.5898,2.4013174859887758e-17
2.5902,2.5265024939965843e-17,6.119887946299262e-19,4,2.5902,2.5265024939965843e-17
2.5907,2.6576641662887622e-17,6.437427595459861e-19,4,2.5907,2.6576641662887622e-17
2.5911,2.7950689661452844e-17,6.770096169006073e-19,4,2.5911,2.7950689661452844e-17
2.5915,2.9389294242339295e-17,7.118351538637064e-19,4,2.5915,2.9389294242339295e-17
2.592,3.08952801221314e-17,7.482932726783511e-19,4,2.592,3.08952801221314e-17
2.5924,3.247210158315379e-17,7.86463413249155e-19,4,2.5924,3.247210158315379e-17
2.5928,3.412264688785575e-17,8.264143337494961e-19,4,2.5928,3.412264688785575e-17
2.5932,3.58489863348962e-17,8.682024716723277e-19,4,2.5932,3.58489863348962e-17
2.5937,3.765544037041444e-17,9.119274244084902e-19,4,2.5937,3.765544037041444e-17
2.5941,3.954467551882078e-17,9.576557047129624e-19,4,2.5941,3.954467551882078e-17
2.5945,4.152065398359259e-17,1.0054837409365812e-18,4,2.5945,4.152065398359259e-17
2.595,4.35863272623701e-17,1.0554775252888789e-18,4,2.595,4.35863272623701e-17
2.5954,4.574625793218136e-17,1.1077521241134492e-18,4,2.5954,4.574625793218136e-17
2.5958,4.8003422194874423e-17,1.1623789932292256e-18,4,2.5958,4.8003422194874423e-17
2.5962,5.036225164234196e-17,1.2194682899643583e-18,4,2.5962,5.036225164234196e-17
2.5967,5.2826519986103504e-17,1.2791014003994288e-18,4,2.5967,5.2826519986103504e-17
2.5971,5.540088831380368e-17,1.3414017530520706e-18,4,2.5971,5.540088831380368e-17
2.5975,5.808980905051992e-17,1.4064697676913349e-18,4,2.5975,5.808980905051992e-17
2.598,6.089710339478841e-17,1.4744067996604231e-18,4,2.598,6.089710339478841e-17
2.5984,6.382885386652982e-17,1.5453452737298004e-18,4,2.5984,6.382885386652982e-17
2.5988,6.688853150234995e-17,1.6193812600203375e-18,4,2.5988,6.688853150234995e-17
2.5992,7.008217925912247e-17,1.6966591409531369e-18,4,2.5992,7.008217925912247e-17
2.5997,7.341463133549065e-17,1.7772891282915467e-18,4,2.5997,7.341463133549065e-17
2.6001,7.68916651196726e-17,1.8614163843218066e-18,4,2.6001,7.68916651196726e-17
2.6005,8.051928064628352e-17,1.9491925413988866e-18,4,2.6005,8.051928064628352e-17
2.601,8.430117288822768e-17,2.040678431584494e-18,4,2.601,8.430117288822768e-17
2.6014,8.824670898858281e-17,2.1361451638139105e-18,4,2.6014,8.824670898858281e-17
2.6018,9.235948464058268e-17,2.2356393389555047e-18,4,2.6018,9.235948464058268e-17
2.6022,9.664720198542086e-17,2.339372043926823e-18,4,2.6022,9.664720198542086e-17
2.6027,1.0111672369395798e-16,2.4475008707128646e-18,4,2.6027,1.0111672369395798e-16
2.6031,1.0577324393015296e-16,2.5601479105367774e-18,4,2.6031,1.0577324393015296e-16
2.6035,1.1062400626554169e-16,2.6774744547277764e-18,4,2.6035,1.1062400626554169e-16
2.604,1.1567854142945159e-16,2.799751864838084e-18,4,2.604,1.1567854142945159e-16
2.6044,1.209439290809234e-16,2.9271116544275893e-18,4,2.6044,1.209439290809234e-16
2.6048,1.2642743558119202e-16,3.0597540087947493e-18,4,2.6048,1.2642743558119202e-16
2.6052,1.3213663919848431e-16,3.1978498501896876e-18,4,2.6052,1.3213663919848431e-16
2.6057,1.3808311265151015e-16,3.3416797873642465e-18,4,2.6057,1.3808311265151015e-16
2.6061,1.442712524569268e-16,3.491351386807417e-18,4,2.6061,1.442712524569268e-16
2.6065,1.5070991898647893e-16,3.647063224338566e-18,4,2.6065,1.5070991898647893e-16
2.607,1.5740778418251906e-16,3.809056933017739e-18,4,2.607,1.5740778418251906e-16
2.6074,1.6438199966693065e-16,3.977727577863307e-18,4,2.6074,1.6438199966693065e-16
2.6078,1.7163598687981764e-16,4.1531618906684935e-18,4,2.6078,1.7163598687981764e-16
2.6082,1.7917910300509282e-16,4.3355799437178436e-18,4,2.6082,1.7917910300509282e-16
2.6087,1.8702851670595118e-16,4.525391853838803e-18,4,2.6087,1.8702851670595118e-16
2.6091,1.9518383999565894e-16,4.7226402570582126e-18,4,2.6091,1.9518383999565894e-16
2.6095,2.0366950516661985e-16,4.927832581105523e-18,4,2.6095,2.0366950516661985e-16
2.61,2.124861355869357e-16,5.1410386721075975e-18,4,2.61,2.124861355869357e-16
2.6104,2.2165133829238632e-16,5.3626186116662614e-18,4,2.6104,2.2165133829238632e-16
2.6108,2.311765845279391e-16,5.592957053439404e-18,4,2.6108,2.311765845279391e-16
2.6112,2.4107168677404847e-16,5.832226337369535e-18,4,2.6112,2.4107168677404847e-16
2.6117,2.513537509925615e-16,6.080818079038994e-18,4,2.6117,2.513537509925615e-16
2.6121,2.6203347072551237e-16,6.339033363641454e-18,4,2.6121,2.6203347072551237e-16
2.6125,2.731292354635663e-16,6.607315924276127e-18,4,2.6125,2.731292354635663e-16
2.613,2.846481871529675e-16,6.885800874815353e-18,4,2.613,2.846481871529675e-16
2.6134,2.9660812461854527e-16,7.174951969834448e-18,4,2.6134,2.9660812461854527e-16
2.6138,3.090260151114649e-16,7.475157053019352e-18,4,2.6138,3.090260151114649e-16
2.6142,3.219159727703242e-16,7.786781247098922e-18,4,2.6142,3.219159727703242e-16
2.6147,3.352967123875733e-16,8.110258684319498e-18,4,2.6147,3.352967123875733e-16
